Code op type;First date;Comptes;Intitulé;Code opération;Débit;Crédit;Réf. Pièce;Period unite <y,m,d>;Period value;[opt]: exception
13;2010/2/3;401100;"Fournisseurs - Achats de biens et services
Carte intégrale février 2010 - RATP";RATP_M2_2010 facture;;101.13;FF ratp 2010;;;
14;2010/2/3;401100;"Fournisseurs - Achats de biens et services
Carte intégrale février 2010 - RATP";RATP_M2_2010 paiement;101.13;;Prélèv. Ratp fev 2010;;;
14;2010/2/3;512100;"Banque
Carte intégrale février 2010 - RATP";RATP_M2_2010 paiement;;101.13;Prélèv. Ratp fev 2010;;;
15;2010/2/4;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC fév_2010";HSBC_M2_2010 facture;20;;FF hsbc 2;;;
15;2010/2/4;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC fév_2010";HSBC_M2_2010 facture;3.92;;FF hsbc 2;;;
15;2010/2/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC fév_2010";HSBC_M2_2010 facture;;23.92;FF hsbc 2;;;
16;2010/2/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC fév_2010";HSBC_M2_2010 paiement;23.92;;Prélèv. Hsbc 2;;;
16;2010/2/4;512100;"Banque
Frais tenue de compte HSBC fév_2010";HSBC_M2_2010 paiement;;23.92;Prélèv. Hsbc 2;;;
17;2010/3/3;625000;"Déplacements; missions et réceptions
Carte intégrale mars 2010 - RATP";RATP_M3_2010 facture;101.13;;FF ratp 2010;;;
17;2010/3/3;401100;"Fournisseurs - Achats de biens et services
Carte intégrale mars 2010 - RATP";RATP_M3_2010 facture;;101.13;FF ratp 2010;;;
18;2010/3/3;401100;"Fournisseurs - Achats de biens et services
Carte intégrale mars 2010 - RATP";RATP_M3_2010 paiement;101.13;;Prélèv. Ratp mars 2010;;;
18;2010/3/3;512100;"Banque
Carte intégrale mars 2010 - RATP";RATP_M3_2010 paiement;;101.13;Prélèv. Ratp mars 2010;;;
19;2010/3/4;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC mars_2010";HSBC_M3_2010 facture;20;;FF hsbc 3;;;
19;2010/3/4;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC mars_2010";HSBC_M3_2010 facture;3.92;;FF hsbc 3;;;
19;2010/3/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mars_2010";HSBC_M3_2010 facture;;23.92;FF hsbc 3;;;
20;2010/3/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mars_2010";HSBC_M3_2010 paiement;23.92;;Prélèv. Hsbc 3;;;
20;2010/3/4;512100;"Banque
Frais tenue de compte HSBC mars_2010";HSBC_M3_2010 paiement;;23.92;Prélèv. Hsbc 3;;;
21;2010/3/5;512100;"Banque
Règlement MOZILLA Facture n°1 - prestations de jan_2010";MOZILLA_M1_2010 paiement;9520.16;;virt mozilla 1;;;
21;2010/3/5;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°1 - prestations de jan_2010";MOZILLA_M1_2010 paiement;;9520.16;virt mozilla 1;;;
22;2010/3/6;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M3_2010";GERANT_M3_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
22;2010/3/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M3_2010";GERANT_M3_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
23;2010/3/6;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M3_2010";GERANT_M3_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
23;2010/3/6;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M3_2010";GERANT_M3_2010 social;;268.166;site RSI;;;
23;2010/3/6;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M3_2010";GERANT_M3_2010 social;;682.054;site Urssaf;;;
23;2010/3/6;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M3_2010";GERANT_M3_2010 social;;487.08;Site CIPAV;;;
24;2010/3/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M3_2010";GERANT_M3_2010 paiement;4380;;PV 2010;;;
24;2010/3/6;512100;"Banque
Rémunération_Gérant_M3_2010";GERANT_M3_2010 paiement;;4380;virt Gérant mars 10;;;
25;2010/3/31;512100;"Banque
Règlement MOZILLA Facture n°2 - prestations de fév_2010";MOZILLA_M2_2010 paiement;9520.16;;virt mozilla 2;;;
25;2010/3/31;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°2 - prestations de fév_2010";MOZILLA_M2_2010 paiement;;9520.16;virt mozilla 2;;;
26;2010/4/4;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M4_2010";GERANT_M4_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
26;2010/4/4;421000;"Exploitant - rémunération due
Rémunération_Gérant_M4_2010";GERANT_M4_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
27;2010/4/4;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M4_2010";GERANT_M4_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
27;2010/4/4;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M4_2010";GERANT_M4_2010 social;;268.166;site RSI;;;
27;2010/4/4;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M4_2010";GERANT_M4_2010 social;;682.054;site Urssaf;;;
27;2010/4/4;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M4_2010";GERANT_M4_2010 social;;487.08;Site CIPAV;;;
28;2010/4/4;421000;"Exploitant - rémunération due
Rémunération_Gérant_M4_2010";GERANT_M4_2010 paiement;4380;;PV 2010;;;
28;2010/4/4;512100;"Banque
Rémunération_Gérant_M4_2010";GERANT_M4_2010 paiement;;4380;virt Gérant avril 10;;;
29;2010/4/4;625000;"Déplacements; missions et réceptions
Carte intégrale avr 2010 - RATP";RATP_M4_2010 facture;101.13;;FF ratp 2010;;;
29;2010/4/4;401100;"Fournisseurs - Achats de biens et services
Carte intégrale avr 2010 - RATP";RATP_M4_2010 facture;;101.13;FF ratp 2010;;;
30;2010/4/4;401100;"Fournisseurs - Achats de biens et services
Carte intégrale avr 2010 - RATP";RATP_M4_2010 paiement;101.13;;Prélèv. Ratp avril 2010;;;
30;2010/4/4;512100;"Banque
Carte intégrale avr 2010 - RATP";RATP_M4_2010 paiement;;101.13;Prélèv. Ratp avril 2010;;;
31;2010/4/4;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC avr_2010";HSBC_M4_2010 facture;20;;FF hsbc 4;;;
31;2010/4/4;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC avr_2010";HSBC_M4_2010 facture;3.92;;FF hsbc 4;;;
31;2010/4/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC avr_2010";HSBC_M4_2010 facture;;23.92;FF hsbc 4;;;
32;2010/4/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC avr_2010";HSBC_M4_2010 paiement;23.92;;Prélèv. Hsbc 4;;;
32;2010/4/4;512100;"Banque
Frais tenue de compte HSBC avr_2010";HSBC_M4_2010 paiement;;23.92;Prélèv. Hsbc 4;;;
33;2010/4/12;445710;"TVA collectée
TVA collectée 1er trimestre 2010";TVA CA4 T1_2010 facture;3100;;TVA CA4 T1_2010;;;
33;2010/4/12;445810;Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre 2010;TVA CA4 T1_2010 facture;;3100;TVA CA4 T1_2010;;;
34;2010/4/12;445810;Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre 2010;TVA CA4 T1_2010 paiement;3100;;Ch 0324652;;;
34;2010/4/12;512100;"Banque
Règlement acompte TVA 1er trimestre 2010";TVA CA4 T1_2010 paiement;;3100;Ch 0324652;;;
35;2010/4/13;625000;"Déplacements; missions et réceptions
Remboursement des frais de publication avancées par le gérant";Remboursement JAL facture;258.88;;PV 2010 & FF Jal;;;
35;2010/4/13;428600;"Autres charges à payer
Frais de mission - avr_2010";Remboursement JAL facture;;258.88;PV 2010;;;
36;2010/4/13;428600;"Autres charges à payer
Frais de mission - avr_2010";Remboursement JAL paiement;258.88;;Virt Z10C 02243;;;
36;2010/4/13;512100;"Banque
Frais de mission - avr_2010";Remboursement JAL paiement;;258.88;Virt Z10C 02243;;;
37;2010/4/20;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";"Food janv; fev; mars";837;;PV 2010;;;
37;2010/4/20;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";"Food janv; fev; mars";;837;PV 2010;;;
38;2010/4/20;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";"Food janv; fev; mars paiement";837;;Virt Z10C 02244;;;
38;2010/4/20;512100;"Banque
Frais de mission - rappel 1er trimestre_2010";"Food janv; fev; mars paiement";;837;Virt Z10C 02244;;;
39;2010/5/4;512100;"Banque
Règlement MOZILLA Facture n°3 - prestations de mars_2010";MOZILLA_M3_2010 paiement;10472.18;;virt mozilla 3;;;
39;2010/5/4;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°3 - prestations de mars_2010";MOZILLA_M3_2010 paiement;;10472.18;virt mozilla 3;;;
40;2010/5/4;625000;"Déplacements; missions et réceptions
Carte intégrale mai 2010 - RATP";RATP_M5_2010 facture;101.13;;FF ratp 2010;;;
40;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Carte intégrale mai 2010 - RATP";RATP_M5_2010 facture;;101.13;FF ratp 2010;;;
41;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Carte intégrale mai 2010 - RATP";RATP_M5_2010 paiement;101.13;;Prélèv. Ratp mai 2010;;;
41;2010/5/4;512100;"Banque
Carte intégrale mai 2010 - RATP";RATP_M5_2010 paiement;;101.13;Prélèv. Ratp mai 2010;;;
42;2010/5/4;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC mai_2010";HSBC_M5_2010 facture;20;;FF hsbc 5;;;
42;2010/5/4;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC mai_2010";HSBC_M5_2010 facture;3.92;;FF hsbc 5;;;
42;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mai_2010";HSBC_M5_2010 facture;;23.92;FF hsbc 5;;;
43;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mai_2010";HSBC_M5_2010 paiement;23.92;;Prélèv. Hsbc 5;;;
43;2010/5/4;512100;"Banque
Frais tenue de compte HSBC mai_2010";HSBC_M5_2010 paiement;;23.92;Prélèv. Hsbc 5;;;
44;2010/5/4;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M5_2010;244.13;;PV 2010;;;
44;2010/5/4;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M5_2010;;244.13;PV 2010;;;
45;2010/5/4;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M5_2010 paiement;244.13;;virt ZAFD 13162;;;
45;2010/5/4;512100;"Banque
Frais de mission - mai_2010";FOOD_M5_2010 paiement;;244.13;virt ZAFD 13162;;;
46;2010/5/4;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 1 facture;5.6;;FF laposte 2;;;
46;2010/5/4;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 1 facture;;5.6;FF laposte 2;;;
47;2010/5/4;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 1 paiement;5.6;;CB laposte 2;;;
47;2010/5/4;512100;"Banque
La Poste - achat de timbres";POSTE 1 paiement;;5.6;CB laposte 2;;;
48;2010/5/4;618300;"Documentation technique
Eyrolles -Livres Python; XML ";Livres 1 facture;79.6;;FF eyrolles 1;;;
48;2010/5/4;445660;"TVA déductible 
Eyrolles -Livres Python; XML (5.5)";Livres 1 facture;4.38;;FF eyrolles 1;;;
48;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ";Livres 1 facture;;83.98;FF eyrolles 1;;;
49;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ";Livres 1 paiement;83.98;;CB lib eyrolles 4/05;;;
49;2010/5/4;512100;"Banque
Eyrolles -Livres Python; XML ";Livres 1 paiement;;83.98;CB lib eyrolles 4/05;;;
50;2010/5/4;606400;"Fournitures administratives
Surcouf -cartouches imprimante";Cartouches facture;30.09;;FF surcouf 1;;;
50;2010/5/4;445660;"TVA déductible 
Surcouf -cartouches imprimante (19.6)";Cartouches facture;5.9;;FF surcouf 1;;;
50;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Surcouf -cartouches imprimante";Cartouches facture;;35.99;FF surcouf 1;;;
51;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Surcouf -cartouches imprimante";Cartouches paiement;35.99;;cb surcouf haussman 04/05;;;
51;2010/5/4;512100;"Banque
Surcouf -cartouches imprimante";Cartouches paiement;;35.99;cb surcouf haussman 04/05;;;
52;2010/5/5;645800;"Cotisations aux autres organismes sociaux
Règlement acompte RSI AM 2010";RSI_AC_2010 facture;455;;RSI_AC_2010;;;
52;2010/5/5;431000;"Sécurité Sociale
Règlement acompte RSI AM 2010";RSI_AC_2010 facture;;455;RSI_AC_2010;;;
53;2010/5/5;431000;"Sécurité Sociale
Règlement acompte RSI AM 2010";RSI_AC_2010 paiement;455;;Ch 0324653;;;
53;2010/5/5;512100;"Banque
Règlement acompte RSI AM 2010";RSI_AC_2010 paiement;;455;Ch 0324653;;;
54;2010/5/5;645100;"Cotisations à l'URSAAF
Règlement 1er acompte URSAAF 2010";URSAAF_AC_1 facture;313;;Appel de cotisation 04/2010;;;
54;2010/5/5;437010;"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF 2010";URSAAF_AC_1 facture;;313;Appel de cotisation 04/2010;;;
55;2010/5/5;437010;"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF 2010";URSAAF_AC_1 paiement;313;;prlv urssaf de paris p204060;;;
55;2010/5/5;512100;"Banque
Règlement 1er acompte URSAAF 2010";URSAAF_AC_1 paiement;;313;prlv urssaf de paris p204060;;;
56;2010/5/5;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M5_2010";GERANT_M5_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
56;2010/5/5;421000;"Exploitant - rémunération due
Rémunération_Gérant_M5_2010";GERANT_M5_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
57;2010/5/5;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M5_2010";GERANT_M5_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
57;2010/5/5;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M5_2010";GERANT_M5_2010 social;;268.166;site RSI;;;
57;2010/5/5;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M5_2010";GERANT_M5_2010 social;;682.054;site Urssaf;;;
57;2010/5/5;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M5_2010";GERANT_M5_2010 social;;487.08;Site CIPAV;;;
58;2010/5/5;421000;"Exploitant - rémunération due
Rémunération_Gérant_M5_2010";GERANT_M5_2010 paiement;4380;;PV 2010;;;
58;2010/5/5;512100;"Banque
Rémunération_Gérant_M5_2010";GERANT_M5_2010 paiement;;4380;virt Gérant mai 10;;;
59;2010/5/17;618300;"Documentation technique
FNAC -Livre fiscalité ";Livres 2 facture;119.43;;FF fnac 1;;;
59;2010/5/17;445660;"TVA déductible 
FNAC -Livre fiscalité (5.5)";Livres 2 facture;6.57;;FF fnac 1;;;
59;2010/5/17;401100;"Fournisseurs - Achats de biens et services
FNAC -Livre fiscalité ";Livres 2 facture;;126;FF fnac 1;;;
60;2010/5/17;401100;"Fournisseurs - Achats de biens et services
FNAC -Livre fiscalité ";Livres 2 paiement;126;;CB fnac st lazare 14/05;;;
60;2010/5/17;512100;"Banque
FNAC -Livre fiscalité  ";Livres 2 paiement;;126;CB fnac st lazare 14/05;;;
61;2010/6/2;512100;"Banque
Règlement MOZILLA Facture n°4 - prestations de avr_2010";MOZILLA_M4_2010 paiement;8092.14;;virt mozilla 4;;;
61;2010/6/2;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°4 - prestations de avr_2010";MOZILLA_M4_2010 paiement;;8092.14;virt mozilla 4;;;
62;2010/6/2;625000;"Déplacements; missions et réceptions
Carte intégrale juin 2010 - RATP";RATP_M6_2010 facture;101.2;;FF ratp 2010;;;
62;2010/6/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale juin 2010 - RATP";RATP_M6_2010 facture;;101.2;FF ratp 2010;;;
63;2010/6/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale juin 2010 - RATP";RATP_M6_2010 paiement;101.2;;Prélèv. Ratp juin 2010;;;
63;2010/6/2;512100;"Banque
Carte intégrale juin 2010 - RATP";RATP_M6_2010 paiement;;101.2;Prélèv. Ratp juin 2010;;;
64;2010/6/4;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M6_2010;244.13;;PV 2010;;;
64;2010/6/4;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M6_2010;;244.13;PV 2010;;;
65;2010/6/4;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M6_2010 paiement;244.13;;virt ZAFD 11967;;;
65;2010/6/4;512100;"Banque
Frais de mission - juin_2010";FOOD_M6_2010 paiement;;244.13;virt ZAFD 11967;;;
66;2010/6/7;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC juin_2010";HSBC_M6_2010 facture;20;;FF hsbc 6;;;
66;2010/6/7;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC juin_2010";HSBC_M6_2010 facture;3.92;;FF hsbc 6;;;
66;2010/6/7;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2010";HSBC_M6_2010 facture;;23.92;FF hsbc 6;;;
67;2010/6/7;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2010";HSBC_M6_2010 paiement;23.92;;Prélèv. Hsbc 6;;;
67;2010/6/7;512100;"Banque
Frais tenue de compte HSBC juin_2010";HSBC_M6_2010 paiement;;23.92;Prélèv. Hsbc 6;;;
68;2010/6/7;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M6_2010";GERANT_M6_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
68;2010/6/7;421000;"Exploitant - rémunération due
Rémunération_Gérant_M6_2010";GERANT_M6_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
69;2010/6/7;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M6_2010";GERANT_M6_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
69;2010/6/7;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M6_2010";GERANT_M6_2010 social;;268.166;site RSI;;;
69;2010/6/7;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M6_2010";GERANT_M6_2010 social;;682.054;site Urssaf;;;
69;2010/6/7;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M6_2010";GERANT_M6_2010 social;;487.08;Site CIPAV;;;
70;2010/6/7;421000;"Exploitant - rémunération due
Rémunération_Gérant_M6_2010";GERANT_M6_2010 paiement;4380;;PV 2010;;;
70;2010/6/7;512100;"Banque
Rémunération_Gérant_M6_2010";GERANT_M6_2010 paiement;;4380;virt Gérant juin 10;;;
71;2010/6/8;645300;"Cotisations aux caisses de retraite
Règlement 1er acompte CIPAV 2010";CIPAV1 paiement;339.5;;Appel cotisation 05/2010;;;
71;2010/6/8;437020;"Cotisations aux autres organismes sociaux
Règlement 1er acompte CIPAV 2010";CIPAV1 paiement;;339.5;Appel cotisation 05/2010;;;
72;2010/6/8;437020;"Cotisations aux autres organismes sociaux
Règlement 1er acompte CIPAV 2010";CIPAV1 facture;339.5;;prlv cipav p021175;;;
72;2010/6/8;512100;"Banque
Règlement 1er acompte CIPAV 2010";CIPAV1 facture;;339.5;prlv cipav p021175;;;
73;2010/6/9;622700;"Frais d'actes
Infogreffe - commande K-bis";info gref facture;3.16;;voir relevé de compte;;;
73;2010/6/9;445660;"TVA déductible 
Infogreffe - commande K-bis";info gref facture;0.62;;voir relevé de compte;;;
73;2010/6/9;401100;"Fournisseurs - Achats de biens et services
Infogreffe - commande K-bis";info gref facture;;3.78;voir relevé de compte;;;
74;2010/6/9;401100;"Fournisseurs - Achats de biens et services
Infogreffe - commande K-bis";info gref paiement;3.78;;cb infogreffe 06/06;;;
74;2010/6/9;512100;"Banque
Infogreffe - commande K-bis";info gref paiement;;3.78;cb infogreffe 06/06;;;
75;2010/6/25;512101;"Banque
Ouverture compte Binck Bank";Binck init;15;;Ch 0324655 (cf relevé binck);;;
75;2010/6/25;512100;"Banque
Ouverture compte Binck Bank";Binck init;;15;Ch 0324655;;;
76;2010/7/1;512100;"Banque
Règlement MOZILLA Facture n°5 - prestations de mai_2010";MOZILLA_M5_2010 paiement;9044.15;;virt mozilla 5;;;
76;2010/7/1;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°5 - prestations de mai_2010";MOZILLA_M5_2010 paiement;;9044.15;virt mozilla 5;;;
77;2010/7/2;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC juillet_2010";HSBC_M7_2010 facture;20;;FF hsbc 7;;;
77;2010/7/2;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC juillet_2010";HSBC_M7_2010 facture;3.92;;FF hsbc 7;;;
77;2010/7/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2010";HSBC_M7_2010 facture;;23.92;FF hsbc 7;;;
78;2010/7/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2010";HSBC_M7_2010 paiement;23.92;;Prélèv. Hsbc 7;;;
78;2010/7/2;512100;"Banque
Frais tenue de compte HSBC juillet_2010";HSBC_M7_2010 paiement;;23.92;Prélèv. Hsbc 7;;;
79;2010/7/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M7_2010;244.13;;PV 2010;;;
79;2010/7/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M7_2010;;244.13;PV 2010;;;
80;2010/7/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M7_2010 paiement;244.13;;virt ZAFD 48102;;;
80;2010/7/2;512100;"Banque
Frais de mission - juillet_2010";FOOD_M7_2010 paiement;;244.13;virt ZAFD 48102;;;
81;2010/7/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M7_2010";GERANT_M7_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
81;2010/7/2;421000;"Exploitant - rémunération due
Rémunération_Gérant_M7_2010";GERANT_M7_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
82;2010/7/2;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M7_2010";GERANT_M7_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
82;2010/7/2;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M7_2010";GERANT_M7_2010 social;;268.166;site RSI;;;
82;2010/7/2;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M7_2010";GERANT_M7_2010 social;;682.054;site Urssaf;;;
82;2010/7/2;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M7_2010";GERANT_M7_2010 social;;487.08;Site CIPAV;;;
83;2010/7/2;421000;"Exploitant - rémunération due
Rémunération_Gérant_M7_2010";GERANT_M7_2010 paiement;4380;;PV 2010;;;
83;2010/7/2;512100;"Banque
Rémunération_Gérant_M7_2010";GERANT_M7_2010 paiement;;4380;virt Gérant juillet 10;;;
84;2010/7/15;445710;"TVA collectée
TVA collectée 2ème trimestre 2010";TVA CA4 T2_2010 facture;3100;;TVA CA4 T2_2010;;;
84;2010/7/15;445810;Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2010;TVA CA4 T2_2010 facture;;3100;TVA CA4 T2_2010;;;
85;2010/7/15;445810;Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2010;TVA CA4 T2_2010 paiement;3100;;Ch 0324656;;;
