N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit,Réf. Pièce
45,2010/03/04,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mars_2010",HSBC_M3_2010 facture,,23.92,FF hsbc 3
46,2010/03/04,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mars_2010",HSBC_M3_2010 paiement,23.92,,Prélèv. Hsbc 3
47,2010/03/04,512100,"Banque
Frais tenue de compte HSBC mars_2010",HSBC_M3_2010 paiement,,23.92,Prélèv. Hsbc 3
48,2010/03/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°1 - prestations de janvier_2010",MOZILLA_M1_2010 paiement,,9520.160,VIR MOZILLA
49,2010/03/05,512100,"Banque
Règlement MOZILLA Facture n°1 - prestations de janvier_2010",MOZILLA_M1_2010 paiement,9520.160,,VIR MOZILLA
50,2010/03/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M3_2010",GERANT_M3_2010 brut,5817.3,,PV 2010 & taux prél sociaux
51,2010/03/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M3_2010",GERANT_M3_2010 brut,,5817.3,PV 2010 & taux prél sociaux
52,2010/03/06,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M3_2010",GERANT_M3_2010 social,1437.3,,PV 2010 & taux prél sociaux
53,2010/03/06,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M3_2010",GERANT_M3_2010 social,,268.166,site RSI
54,2010/03/06,437010,"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M3_2010",GERANT_M3_2010 social,,682.054,site Urssaf
55,2010/03/06,437020,"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M3_2010",GERANT_M3_2010 social,,487.08,Site CIPAV
56,2010/03/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M3_2010",GERANT_M3_2010 paiement,4380,,PV 2010
57,2010/03/06,512100,"Banque
Rémunération_Gérant_M3_2010",GERANT_M3_2010 paiement,,4380,virt Gérant mars 10
58,2010/03/31,706000,"Prestations de service
Facture MOZILLA n°3 – prestations de mars_2010",MOZILLA_M3,,8756,FC MOZILLA 3
59,2010/03/31,445710,"TVA collectée
Facture MOZILLA n°3 – prestations de mars_2010",MOZILLA_M3,,1716.180,FC MOZILLA 3
60,2010/03/31,411000,Clientes – ventes de prestations de service Facture MOZILLA n°3 – prestations de mars_2010,MOZILLA_M3,10472.18,,FC MOZILLA 3
61,2010/04/04,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M4_2010",GERANT_M4_2010 brut,5817.3,,PV 2010 & taux prél sociaux
62,2010/04/04,421000,"Exploitant - rémunération due
Rémunération_Gérant_M4_2010",GERANT_M4_2010 brut,,5817.3,PV 2010 & taux prél sociaux
63,2010/04/04,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M4_2010",GERANT_M4_2010 social,1437.3,,PV 2010 & taux prél sociaux
64,2010/04/04,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M4_2010",GERANT_M4_2010 social,,268.166,site RSI
65,2010/04/04,437010,"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M4_2010",GERANT_M4_2010 social,,682.054,site Urssaf
66,2010/04/04,437020,"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M4_2010",GERANT_M4_2010 social,,487.08,Site CIPAV
67,2010/04/04,421000,"Exploitant - rémunération due
Rémunération_Gérant_M4_2010",GERANT_M4_2010 paiement,4380,,PV 2010
68,2010/04/04,512100,"Banque
Rémunération_Gérant_M4_2010",GERANT_M4_2010 paiement,,4380,virt Gérant avril 10
69,2010/04/04,625000,"Déplacements; missions et réceptions
Carte intégrale avr 2010 - RATP",RATP_M4_2010 facture,101.13,,FF ratp 2010
70,2010/04/04,401100,"Fournisseurs - Achats de biens et services
Carte intégrale avr 2010 - RATP",RATP_M4_2010 facture,,101.13,FF ratp 2010
71,2010/04/04,401100,"Fournisseurs - Achats de biens et services
Carte intégrale avr 2010 - RATP",RATP_M4_2010 paiement,101.13,,Prélèv. Ratp avril 2010
72,2010/04/04,512100,"Banque
Carte intégrale avr 2010 - RATP",RATP_M4_2010 paiement,,101.13,Prélèv. Ratp avril 2010
73,2010/04/04,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC avr_2010",HSBC_M4_2010 facture,20,,FF hsbc 4
74,2010/04/04,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC avr_2010",HSBC_M4_2010 facture,3.92,,FF hsbc 4
75,2010/04/04,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC avr_2010",HSBC_M4_2010 facture,,23.92,FF hsbc 4
76,2010/04/04,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC avr_2010",HSBC_M4_2010 paiement,23.92,,Prélèv. Hsbc 4
77,2010/04/04,512100,"Banque
Frais tenue de compte HSBC avr_2010",HSBC_M4_2010 paiement,,23.92,Prélèv. Hsbc 4
78,2010/04/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°2 - prestations de février_2010",MOZILLA_M2_2010 paiement,,9520.160,VIR MOZILLA
79,2010/04/05,512100,"Banque
Règlement MOZILLA Facture n°2 - prestations de février_2010",MOZILLA_M2_2010 paiement,9520.160,,VIR MOZILLA
80,2010/04/12,445710,"TVA collectée
TVA collectée 1er trimestre 2010",TVA CA4 T1_2010 facture,3100,,TVA CA4 T1_2010
81,2010/04/12,445810,Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre 2010,TVA CA4 T1_2010 facture,,3100,TVA CA4 T1_2010
82,2010/04/12,445810,Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre 2010,TVA CA4 T1_2010 paiement,3100,,Ch 0324652
83,2010/04/12,512100,"Banque
Règlement acompte TVA 1er trimestre 2010",TVA CA4 T1_2010 paiement,,3100,Ch 0324652
84,2010/04/13,625000,"Déplacements; missions et réceptions
Remboursement des frais de publication avancées par le gérant",Remboursement JAL facture,258.88,,PV 2010 & FF Jal
85,2010/04/13,428600,"Autres charges à payer
Frais de mission - avr_2010",Remboursement JAL facture,,258.88,PV 2010
86,2010/04/13,428600,"Autres charges à payer
Frais de mission - avr_2010",Remboursement JAL paiement,258.88,,Virt Z10C 02243
87,2010/04/13,512100,"Banque
Frais de mission - avr_2010",Remboursement JAL paiement,,258.88,Virt Z10C 02243
88,2010/04/20,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",Food janv; fev; mars,837,,PV 2010
89,2010/04/20,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",Food janv; fev; mars,,837,PV 2010
90,2010/04/20,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",Food janv; fev; mars paiement,837,,Virt Z10C 02244
91,2010/04/20,512100,"Banque
Frais de mission - rappel 1er trimestre_2010",Food janv; fev; mars paiement,,837,Virt Z10C 02244
92,2010/04/30,706000,"Prestations de service
Facture MOZILLA n°4 – prestations de avril_2010",MOZILLA_M4,,6766,FC MOZILLA 4
93,2010/04/30,445710,"TVA collectée
Facture MOZILLA n°4 – prestations de avril_2010",MOZILLA_M4,,1326.140,FC MOZILLA 4
94,2010/04/30,411000,Clientes – ventes de prestations de service Facture MOZILLA n°4 – prestations de avril_2010,MOZILLA_M4,8092.14,,FC MOZILLA 4
95,2010/05/04,625000,"Déplacements; missions et réceptions
Carte intégrale mai 2010 - RATP",RATP_M5_2010 facture,101.13,,FF ratp 2010
96,2010/05/04,401100,"Fournisseurs - Achats de biens et services
Carte intégrale mai 2010 - RATP",RATP_M5_2010 facture,,101.13,FF ratp 2010
97,2010/05/04,401100,"Fournisseurs - Achats de biens et services
Carte intégrale mai 2010 - RATP",RATP_M5_2010 paiement,101.13,,Prélèv. Ratp mai 2010
98,2010/05/04,512100,"Banque
Carte intégrale mai 2010 - RATP",RATP_M5_2010 paiement,,101.13,Prélèv. Ratp mai 2010
99,2010/05/04,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC mai_2010",HSBC_M5_2010 facture,20,,FF hsbc 5
100,2010/05/04,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC mai_2010",HSBC_M5_2010 facture,3.92,,FF hsbc 5
101,2010/05/04,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mai_2010",HSBC_M5_2010 facture,,23.92,FF hsbc 5
102,2010/05/04,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mai_2010",HSBC_M5_2010 paiement,23.92,,Prélèv. Hsbc 5
103,2010/05/04,512100,"Banque
Frais tenue de compte HSBC mai_2010",HSBC_M5_2010 paiement,,23.92,Prélèv. Hsbc 5
104,2010/05/04,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",FOOD_M5_2010,244.13,,PV 2010
105,2010/05/04,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M5_2010,,244.13,PV 2010
106,2010/05/04,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M5_2010 paiement,244.13,,virt ZAFD 13162
107,2010/05/04,512100,"Banque
Frais de mission - mai_2010",FOOD_M5_2010 paiement,,244.13,virt ZAFD 13162
108,2010/05/04,626000,"Frais postaux et de télécommunications
La Poste - achat de timbres",POSTE 1 facture,5.6,,FF laposte 2
109,2010/05/04,401100,"Fournisseurs - Achats de biens et services
La Poste - achat de timbres",POSTE 1 facture,,5.6,FF laposte 2
110,2010/05/04,401100,"Fournisseurs - Achats de biens et services
La Poste - achat de timbres",POSTE 1 paiement,5.6,,CB laposte 2
111,2010/05/04,512100,"Banque
La Poste - achat de timbres",POSTE 1 paiement,,5.6,CB laposte 2
112,2010/05/04,618300,"Documentation technique
Eyrolles -Livres Python; XML ",Livres 1 facture,79.6,,FF eyrolles 1
113,2010/05/04,445660,"TVA déductible 
Eyrolles -Livres Python; XML (5.5)",Livres 1 facture,4.38,,FF eyrolles 1
114,2010/05/04,401100,"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ",Livres 1 facture,,83.98,FF eyrolles 1
115,2010/05/04,401100,"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ",Livres 1 paiement,83.98,,CB lib eyrolles 4/05
116,2010/05/04,512100,"Banque
Eyrolles -Livres Python; XML ",Livres 1 paiement,,83.98,CB lib eyrolles 4/05
117,2010/05/04,606400,"Fournitures administratives
Surcouf -cartouches imprimante",Cartouches facture,30.09,,FF surcouf 1
118,2010/05/04,445660,"TVA déductible 
Surcouf -cartouches imprimante (19.6)",Cartouches facture,5.9,,FF surcouf 1
119,2010/05/04,401100,"Fournisseurs - Achats de biens et services
Surcouf -cartouches imprimante",Cartouches facture,,35.99,FF surcouf 1
120,2010/05/04,401100,"Fournisseurs - Achats de biens et services
Surcouf -cartouches imprimante",Cartouches paiement,35.99,,cb surcouf haussman 04/05
121,2010/05/04,512100,"Banque
Surcouf -cartouches imprimante",Cartouches paiement,,35.99,cb surcouf haussman 04/05
122,2010/05/05,645800,"Cotisations aux autres organismes sociaux
Règlement acompte RSI AM 2010",RSI_AC_2010 facture,455,,RSI_AC_2010
123,2010/05/05,431000,"Sécurité Sociale
Règlement acompte RSI AM 2010",RSI_AC_2010 facture,,455,RSI_AC_2010
124,2010/05/05,431000,"Sécurité Sociale
Règlement acompte RSI AM 2010",RSI_AC_2010 paiement,455,,Ch 0324653
125,2010/05/05,512100,"Banque
Règlement acompte RSI AM 2010",RSI_AC_2010 paiement,,455,Ch 0324653
126,2010/05/05,645100,"Cotisations à l'URSAAF
Règlement 1er acompte URSAAF 2010",URSAAF_AC_1 facture,313,,Appel de cotisation 04/2010
127,2010/05/05,437010,"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF 2010",URSAAF_AC_1 facture,,313,Appel de cotisation 04/2010
128,2010/05/05,437010,"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF 2010",URSAAF_AC_1 paiement,313,,prlv urssaf de paris p204060
129,2010/05/05,512100,"Banque
Règlement 1er acompte URSAAF 2010",URSAAF_AC_1 paiement,,313,prlv urssaf de paris p204060
130,2010/05/05,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M5_2010",GERANT_M5_2010 brut,5817.3,,PV 2010 & taux prél sociaux
131,2010/05/05,421000,"Exploitant - rémunération due
Rémunération_Gérant_M5_2010",GERANT_M5_2010 brut,,5817.3,PV 2010 & taux prél sociaux
132,2010/05/05,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M5_2010",GERANT_M5_2010 social,1437.3,,PV 2010 & taux prél sociaux
133,2010/05/05,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M5_2010",GERANT_M5_2010 social,,268.166,site RSI
134,2010/05/05,437010,"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M5_2010",GERANT_M5_2010 social,,682.054,site Urssaf
135,2010/05/05,437020,"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M5_2010",GERANT_M5_2010 social,,487.08,Site CIPAV
136,2010/05/05,421000,"Exploitant - rémunération due
Rémunération_Gérant_M5_2010",GERANT_M5_2010 paiement,4380,,PV 2010
137,2010/05/05,512100,"Banque
Rémunération_Gérant_M5_2010",GERANT_M5_2010 paiement,,4380,virt Gérant mai 10
138,2010/05/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°3 - prestations de mars_2010",MOZILLA_M3_2010 paiement,,10472.180,VIR MOZILLA
139,2010/05/05,512100,"Banque
Règlement MOZILLA Facture n°3 - prestations de mars_2010",MOZILLA_M3_2010 paiement,10472.180,,VIR MOZILLA
140,2010/05/17,618300,"Documentation technique
FNAC -Livre fiscalité ",Livres 2 facture,119.43,,FF fnac 1
141,2010/05/17,445660,"TVA déductible 
FNAC -Livre fiscalité (5.5)",Livres 2 facture,6.57,,FF fnac 1
142,2010/05/17,401100,"Fournisseurs - Achats de biens et services
FNAC -Livre fiscalité ",Livres 2 facture,,126,FF fnac 1
143,2010/05/17,401100,"Fournisseurs - Achats de biens et services
FNAC -Livre fiscalité ",Livres 2 paiement,126,,CB fnac st lazare 14/05
144,2010/05/17,512100,"Banque
FNAC -Livre fiscalité  ",Livres 2 paiement,,126,CB fnac st lazare 14/05
145,2010/05/31,706000,"Prestations de service
Facture MOZILLA n°5 – prestations de mai_2010",MOZILLA_M5,,7562,FC MOZILLA 5
146,2010/05/31,445710,"TVA collectée
Facture MOZILLA n°5 – prestations de mai_2010",MOZILLA_M5,,1482.150,FC MOZILLA 5
147,2010/05/31,411000,Clientes – ventes de prestations de service Facture MOZILLA n°5 – prestations de mai_2010,MOZILLA_M5,9044.15,,FC MOZILLA 5
148,2010/06/02,625000,"Déplacements; missions et réceptions
Carte intégrale juin 2010 - RATP",RATP_M6_2010 facture,101.2,,FF ratp 2010
149,2010/06/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale juin 2010 - RATP",RATP_M6_2010 facture,,101.2,FF ratp 2010
150,2010/06/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale juin 2010 - RATP",RATP_M6_2010 paiement,101.2,,Prélèv. Ratp juin 2010
151,2010/06/02,512100,"Banque
Carte intégrale juin 2010 - RATP",RATP_M6_2010 paiement,,101.2,Prélèv. Ratp juin 2010
152,2010/06/04,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",FOOD_M6_2010,244.13,,PV 2010
153,2010/06/04,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M6_2010,,244.13,PV 2010
154,2010/06/04,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M6_2010 paiement,244.13,,virt ZAFD 11967
155,2010/06/04,512100,"Banque
Frais de mission - juin_2010",FOOD_M6_2010 paiement,,244.13,virt ZAFD 11967
156,2010/06/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°4 - prestations de avril_2010",MOZILLA_M4_2010 paiement,,8092.140,VIR MOZILLA
157,2010/06/05,512100,"Banque
Règlement MOZILLA Facture n°4 - prestations de avril_2010",MOZILLA_M4_2010 paiement,8092.140,,VIR MOZILLA
158,2010/06/07,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC juin_2010",HSBC_M6_2010 facture,20,,FF hsbc 6
159,2010/06/07,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC juin_2010",HSBC_M6_2010 facture,3.92,,FF hsbc 6
160,2010/06/07,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2010",HSBC_M6_2010 facture,,23.92,FF hsbc 6
161,2010/06/07,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2010",HSBC_M6_2010 paiement,23.92,,Prélèv. Hsbc 6
162,2010/06/07,512100,"Banque
Frais tenue de compte HSBC juin_2010",HSBC_M6_2010 paiement,,23.92,Prélèv. Hsbc 6
163,2010/06/07,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M6_2010",GERANT_M6_2010 brut,5817.3,,PV 2010 & taux prél sociaux
164,2010/06/07,421000,"Exploitant - rémunération due
Rémunération_Gérant_M6_2010",GERANT_M6_2010 brut,,5817.3,PV 2010 & taux prél sociaux
165,2010/06/07,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M6_2010",GERANT_M6_2010 social,1437.3,,PV 2010 & taux prél sociaux
166,2010/06/07,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M6_2010",GERANT_M6_2010 social,,268.166,site RSI
167,2010/06/07,437010,"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M6_2010",GERANT_M6_2010 social,,682.054,site Urssaf
168,2010/06/07,437020,"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M6_2010",GERANT_M6_2010 social,,487.08,Site CIPAV
169,2010/06/07,421000,"Exploitant - rémunération due
Rémunération_Gérant_M6_2010",GERANT_M6_2010 paiement,4380,,PV 2010
170,2010/06/07,512100,"Banque
Rémunération_Gérant_M6_2010",GERANT_M6_2010 paiement,,4380,virt Gérant juin 10
171,2010/06/08,645300,"Cotisations aux caisses de retraite
Règlement 1er acompte CIPAV 2010",CIPAV1 paiement,339.5,,Appel cotisation 05/2010
172,2010/06/08,437020,"Cotisations aux autres organismes sociaux
Règlement 1er acompte CIPAV 2010",CIPAV1 paiement,,339.5,Appel cotisation 05/2010
173,2010/06/08,437020,"Cotisations aux autres organismes sociaux
Règlement 1er acompte CIPAV 2010",CIPAV1 facture,339.5,,prlv cipav p021175
174,2010/06/08,512100,"Banque
Règlement 1er acompte CIPAV 2010",CIPAV1 facture,,339.5,prlv cipav p021175
175,2010/06/09,622700,"Frais d'actes
Infogreffe - commande K-bis",info gref facture,3.16,,voir relevé de compte
176,2010/06/09,445660,"TVA déductible 
Infogreffe - commande K-bis",info gref facture,0.62,,voir relevé de compte
177,2010/06/09,401100,"Fournisseurs - Achats de biens et services
Infogreffe - commande K-bis",info gref facture,,3.78,voir relevé de compte
178,2010/06/09,401100,"Fournisseurs - Achats de biens et services
Infogreffe - commande K-bis",info gref paiement,3.78,,cb infogreffe 06/06
179,2010/06/09,512100,"Banque
Infogreffe - commande K-bis",info gref paiement,,3.78,cb infogreffe 06/06
180,2010/06/25,512101,"Banque
Ouverture compte Binck Bank",Binck init,15,,Ch 0324655 (cf relevé binck)
181,2010/06/25,512100,"Banque
Ouverture compte Binck Bank",Binck init,,15,Ch 0324655
182,2010/06/30,706000,"Prestations de service
Facture MOZILLA n°6 – prestations de juin_2010",MOZILLA_M6,,8756,FC MOZILLA 6
183,2010/06/30,445710,"TVA collectée
Facture MOZILLA n°6 – prestations de juin_2010",MOZILLA_M6,,1716.180,FC MOZILLA 6
184,2010/06/30,411000,Clientes – ventes de prestations de service Facture MOZILLA n°6 – prestations de juin_2010,MOZILLA_M6,10472.18,,FC MOZILLA 6
185,2010/07/02,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC juillet_2010",HSBC_M7_2010 facture,20,,FF hsbc 7
186,2010/07/02,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC juillet_2010",HSBC_M7_2010 facture,3.92,,FF hsbc 7
187,2010/07/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2010",HSBC_M7_2010 facture,,23.92,FF hsbc 7
188,2010/07/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2010",HSBC_M7_2010 paiement,23.92,,Prélèv. Hsbc 7
189,2010/07/02,512100,"Banque
Frais tenue de compte HSBC juillet_2010",HSBC_M7_2010 paiement,,23.92,Prélèv. Hsbc 7
190,2010/07/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",FOOD_M7_2010,244.13,,PV 2010
191,2010/07/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M7_2010,,244.13,PV 2010
192,2010/07/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M7_2010 paiement,244.13,,virt ZAFD 48102
193,2010/07/02,512100,"Banque
Frais de mission - juillet_2010",FOOD_M7_2010 paiement,,244.13,virt ZAFD 48102
194,2010/07/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M7_2010",GERANT_M7_2010 brut,5817.3,,PV 2010 & taux prél sociaux
195,2010/07/02,421000,"Exploitant - rémunération due
Rémunération_Gérant_M7_2010",GERANT_M7_2010 brut,,5817.3,PV 2010 & taux prél sociaux
196,2010/07/02,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M7_2010",GERANT_M7_2010 social,1437.3,,PV 2010 & taux prél sociaux
197,2010/07/02,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M7_2010",GERANT_M7_2010 social,,268.166,site RSI
