Code op type;First date;Comptes;Intitulé;Code opération;Débit;Crédit;Réf. Pièce;Period unite <y,m,d>;Period value;[opt]: exception
;2010/2/4;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC fév_2010";HSBC_M2_2010 facture;20;;FF hsbc 2;;;
;2010/2/4;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC fév_2010";HSBC_M2_2010 facture;3.92;;FF hsbc 2;;;
;2010/2/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC fév_2010";HSBC_M2_2010 facture;;23.92;FF hsbc 2;;;
;2010/2/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC fév_2010";HSBC_M2_2010 paiement;23.92;;Prélèv. Hsbc 2;;;
;2010/2/4;512100;"Banque
Frais tenue de compte HSBC fév_2010";HSBC_M2_2010 paiement;;23.92;Prélèv. Hsbc 2;;;
;2010/3/3;625000;"Déplacements; missions et réceptions
Carte intégrale mars 2010 - RATP";RATP_M3_2010 facture;101.13;;FF ratp 2010;;;
;2010/3/3;401100;"Fournisseurs - Achats de biens et services
Carte intégrale mars 2010 - RATP";RATP_M3_2010 facture;;101.13;FF ratp 2010;;;
;2010/3/3;401100;"Fournisseurs - Achats de biens et services
Carte intégrale mars 2010 - RATP";RATP_M3_2010 paiement;101.13;;Prélèv. Ratp mars 2010;;;
;2010/3/3;512100;"Banque
Carte intégrale mars 2010 - RATP";RATP_M3_2010 paiement;;101.13;Prélèv. Ratp mars 2010;;;
;2010/3/4;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC mars_2010";HSBC_M3_2010 facture;20;;FF hsbc 3;;;
;2010/3/4;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC mars_2010";HSBC_M3_2010 facture;3.92;;FF hsbc 3;;;
;2010/3/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mars_2010";HSBC_M3_2010 facture;;23.92;FF hsbc 3;;;
;2010/3/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mars_2010";HSBC_M3_2010 paiement;23.92;;Prélèv. Hsbc 3;;;
;2010/3/4;512100;"Banque
Frais tenue de compte HSBC mars_2010";HSBC_M3_2010 paiement;;23.92;Prélèv. Hsbc 3;;;
;2010/3/5;512100;"Banque
Règlement MOZILLA Facture n°1 - prestations de jan_2010";MOZILLA_M1_2010 paiement;9520.16;;virt mozilla 1;;;
;2010/3/5;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°1 - prestations de jan_2010";MOZILLA_M1_2010 paiement;;9520.16;virt mozilla 1;;;
;2010/3/6;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M3_2010";GERANT_M3_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
;2010/3/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M3_2010";GERANT_M3_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
;2010/3/6;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M3_2010";GERANT_M3_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
;2010/3/6;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M3_2010";GERANT_M3_2010 social;;268.166;site RSI;;;
;2010/3/6;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M3_2010";GERANT_M3_2010 social;;682.054;site Urssaf;;;
;2010/3/6;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M3_2010";GERANT_M3_2010 social;;487.08;Site CIPAV;;;
;2010/3/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M3_2010";GERANT_M3_2010 paiement;4380;;PV 2010;;;
;2010/3/6;512100;"Banque
Rémunération_Gérant_M3_2010";GERANT_M3_2010 paiement;;4380;virt Gérant mars 10;;;
;2010/3/31;512100;"Banque
Règlement MOZILLA Facture n°2 - prestations de fév_2010";MOZILLA_M2_2010 paiement;9520.16;;virt mozilla 2;;;
;2010/3/31;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°2 - prestations de fév_2010";MOZILLA_M2_2010 paiement;;9520.16;virt mozilla 2;;;
;2010/4/4;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M4_2010";GERANT_M4_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
;2010/4/4;421000;"Exploitant - rémunération due
Rémunération_Gérant_M4_2010";GERANT_M4_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
;2010/4/4;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M4_2010";GERANT_M4_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
;2010/4/4;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M4_2010";GERANT_M4_2010 social;;268.166;site RSI;;;
;2010/4/4;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M4_2010";GERANT_M4_2010 social;;682.054;site Urssaf;;;
;2010/4/4;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M4_2010";GERANT_M4_2010 social;;487.08;Site CIPAV;;;
;2010/4/4;421000;"Exploitant - rémunération due
Rémunération_Gérant_M4_2010";GERANT_M4_2010 paiement;4380;;PV 2010;;;
;2010/4/4;512100;"Banque
Rémunération_Gérant_M4_2010";GERANT_M4_2010 paiement;;4380;virt Gérant avril 10;;;
;2010/4/4;625000;"Déplacements; missions et réceptions
Carte intégrale avr 2010 - RATP";RATP_M4_2010 facture;101.13;;FF ratp 2010;;;
;2010/4/4;401100;"Fournisseurs - Achats de biens et services
Carte intégrale avr 2010 - RATP";RATP_M4_2010 facture;;101.13;FF ratp 2010;;;
;2010/4/4;401100;"Fournisseurs - Achats de biens et services
Carte intégrale avr 2010 - RATP";RATP_M4_2010 paiement;101.13;;Prélèv. Ratp avril 2010;;;
;2010/4/4;512100;"Banque
Carte intégrale avr 2010 - RATP";RATP_M4_2010 paiement;;101.13;Prélèv. Ratp avril 2010;;;
;2010/4/4;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC avr_2010";HSBC_M4_2010 facture;20;;FF hsbc 4;;;
;2010/4/4;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC avr_2010";HSBC_M4_2010 facture;3.92;;FF hsbc 4;;;
;2010/4/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC avr_2010";HSBC_M4_2010 facture;;23.92;FF hsbc 4;;;
;2010/4/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC avr_2010";HSBC_M4_2010 paiement;23.92;;Prélèv. Hsbc 4;;;
;2010/4/4;512100;"Banque
Frais tenue de compte HSBC avr_2010";HSBC_M4_2010 paiement;;23.92;Prélèv. Hsbc 4;;;
;2010/4/12;445710;"TVA collectée
TVA collectée 1er trimestre 2010";TVA CA4 T1_2010 facture;3100;;TVA CA4 T1_2010;;;
;2010/4/12;445810;Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre 2010;TVA CA4 T1_2010 facture;;3100;TVA CA4 T1_2010;;;
;2010/4/12;445810;Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre 2010;TVA CA4 T1_2010 paiement;3100;;Ch 0324652;;;
;2010/4/12;512100;"Banque
Règlement acompte TVA 1er trimestre 2010";TVA CA4 T1_2010 paiement;;3100;Ch 0324652;;;
;2010/4/13;625000;"Déplacements; missions et réceptions
Remboursement des frais de publication avancées par le gérant";Remboursement JAL facture;258.88;;PV 2010 & FF Jal;;;
;2010/4/13;428600;"Autres charges à payer
Frais de mission - avr_2010";Remboursement JAL facture;;258.88;PV 2010;;;
;2010/4/13;428600;"Autres charges à payer
Frais de mission - avr_2010";Remboursement JAL paiement;258.88;;Virt Z10C 02243;;;
;2010/4/13;512100;"Banque
Frais de mission - avr_2010";Remboursement JAL paiement;;258.88;Virt Z10C 02243;;;
;2010/4/20;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";"Food janv; fev; mars";837;;PV 2010;;;
;2010/4/20;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";"Food janv; fev; mars";;837;PV 2010;;;
;2010/4/20;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";"Food janv; fev; mars paiement";837;;Virt Z10C 02244;;;
;2010/4/20;512100;"Banque
Frais de mission - rappel 1er trimestre_2010";"Food janv; fev; mars paiement";;837;Virt Z10C 02244;;;
;2010/5/4;512100;"Banque
Règlement MOZILLA Facture n°3 - prestations de mars_2010";MOZILLA_M3_2010 paiement;10472.18;;virt mozilla 3;;;
;2010/5/4;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°3 - prestations de mars_2010";MOZILLA_M3_2010 paiement;;10472.18;virt mozilla 3;;;
;2010/5/4;625000;"Déplacements; missions et réceptions
Carte intégrale mai 2010 - RATP";RATP_M5_2010 facture;101.13;;FF ratp 2010;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Carte intégrale mai 2010 - RATP";RATP_M5_2010 facture;;101.13;FF ratp 2010;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Carte intégrale mai 2010 - RATP";RATP_M5_2010 paiement;101.13;;Prélèv. Ratp mai 2010;;;
;2010/5/4;512100;"Banque
Carte intégrale mai 2010 - RATP";RATP_M5_2010 paiement;;101.13;Prélèv. Ratp mai 2010;;;
;2010/5/4;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC mai_2010";HSBC_M5_2010 facture;20;;FF hsbc 5;;;
;2010/5/4;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC mai_2010";HSBC_M5_2010 facture;3.92;;FF hsbc 5;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mai_2010";HSBC_M5_2010 facture;;23.92;FF hsbc 5;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mai_2010";HSBC_M5_2010 paiement;23.92;;Prélèv. Hsbc 5;;;
;2010/5/4;512100;"Banque
Frais tenue de compte HSBC mai_2010";HSBC_M5_2010 paiement;;23.92;Prélèv. Hsbc 5;;;
;2010/5/4;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M5_2010;244.13;;PV 2010;;;
;2010/5/4;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M5_2010;;244.13;PV 2010;;;
;2010/5/4;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M5_2010 paiement;244.13;;virt ZAFD 13162;;;
;2010/5/4;512100;"Banque
Frais de mission - mai_2010";FOOD_M5_2010 paiement;;244.13;virt ZAFD 13162;;;
;2010/5/4;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 1 facture;5.6;;FF laposte 2;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 1 facture;;5.6;FF laposte 2;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 1 paiement;5.6;;CB laposte 2;;;
;2010/5/4;512100;"Banque
La Poste - achat de timbres";POSTE 1 paiement;;5.6;CB laposte 2;;;
;2010/5/4;618300;"Documentation technique
Eyrolles -Livres Python; XML ";Livres 1 facture;79.6;;FF eyrolles 1;;;
;2010/5/4;445660;"TVA déductible 
Eyrolles -Livres Python; XML (5.5)";Livres 1 facture;4.38;;FF eyrolles 1;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ";Livres 1 facture;;83.98;FF eyrolles 1;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ";Livres 1 paiement;83.98;;CB lib eyrolles 4/05;;;
;2010/5/4;512100;"Banque
Eyrolles -Livres Python; XML ";Livres 1 paiement;;83.98;CB lib eyrolles 4/05;;;
;2010/5/4;606400;"Fournitures administratives
Surcouf -cartouches imprimante";Cartouches facture;30.09;;FF surcouf 1;;;
;2010/5/4;445660;"TVA déductible 
Surcouf -cartouches imprimante (19.6)";Cartouches facture;5.9;;FF surcouf 1;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Surcouf -cartouches imprimante";Cartouches facture;;35.99;FF surcouf 1;;;
;2010/5/4;401100;"Fournisseurs - Achats de biens et services
Surcouf -cartouches imprimante";Cartouches paiement;35.99;;cb surcouf haussman 04/05;;;
;2010/5/4;512100;"Banque
Surcouf -cartouches imprimante";Cartouches paiement;;35.99;cb surcouf haussman 04/05;;;
;2010/5/5;645800;"Cotisations aux autres organismes sociaux
Règlement acompte RSI AM 2010";RSI_AC_2010 facture;455;;RSI_AC_2010;;;
;2010/5/5;431000;"Sécurité Sociale
Règlement acompte RSI AM 2010";RSI_AC_2010 facture;;455;RSI_AC_2010;;;
;2010/5/5;431000;"Sécurité Sociale
Règlement acompte RSI AM 2010";RSI_AC_2010 paiement;455;;Ch 0324653;;;
;2010/5/5;512100;"Banque
Règlement acompte RSI AM 2010";RSI_AC_2010 paiement;;455;Ch 0324653;;;
;2010/5/5;645100;"Cotisations à l'URSAAF
Règlement 1er acompte URSAAF 2010";URSAAF_AC_1 facture;313;;Appel de cotisation 04/2010;;;
;2010/5/5;437010;"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF 2010";URSAAF_AC_1 facture;;313;Appel de cotisation 04/2010;;;
;2010/5/5;437010;"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF 2010";URSAAF_AC_1 paiement;313;;prlv urssaf de paris p204060;;;
;2010/5/5;512100;"Banque
Règlement 1er acompte URSAAF 2010";URSAAF_AC_1 paiement;;313;prlv urssaf de paris p204060;;;
;2010/5/5;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M5_2010";GERANT_M5_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
;2010/5/5;421000;"Exploitant - rémunération due
Rémunération_Gérant_M5_2010";GERANT_M5_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
;2010/5/5;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M5_2010";GERANT_M5_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
;2010/5/5;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M5_2010";GERANT_M5_2010 social;;268.166;site RSI;;;
;2010/5/5;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M5_2010";GERANT_M5_2010 social;;682.054;site Urssaf;;;
;2010/5/5;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M5_2010";GERANT_M5_2010 social;;487.08;Site CIPAV;;;
;2010/5/5;421000;"Exploitant - rémunération due
Rémunération_Gérant_M5_2010";GERANT_M5_2010 paiement;4380;;PV 2010;;;
;2010/5/5;512100;"Banque
Rémunération_Gérant_M5_2010";GERANT_M5_2010 paiement;;4380;virt Gérant mai 10;;;
;2010/5/17;618300;"Documentation technique
FNAC -Livre fiscalité ";Livres 2 facture;119.43;;FF fnac 1;;;
;2010/5/17;445660;"TVA déductible 
FNAC -Livre fiscalité (5.5)";Livres 2 facture;6.57;;FF fnac 1;;;
;2010/5/17;401100;"Fournisseurs - Achats de biens et services
FNAC -Livre fiscalité ";Livres 2 facture;;126;FF fnac 1;;;
;2010/5/17;401100;"Fournisseurs - Achats de biens et services
FNAC -Livre fiscalité ";Livres 2 paiement;126;;CB fnac st lazare 14/05;;;
;2010/5/17;512100;"Banque
FNAC -Livre fiscalité  ";Livres 2 paiement;;126;CB fnac st lazare 14/05;;;
;2010/6/2;512100;"Banque
Règlement MOZILLA Facture n°4 - prestations de avr_2010";MOZILLA_M4_2010 paiement;8092.14;;virt mozilla 4;;;
;2010/6/2;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°4 - prestations de avr_2010";MOZILLA_M4_2010 paiement;;8092.14;virt mozilla 4;;;
;2010/6/2;625000;"Déplacements; missions et réceptions
Carte intégrale juin 2010 - RATP";RATP_M6_2010 facture;101.2;;FF ratp 2010;;;
;2010/6/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale juin 2010 - RATP";RATP_M6_2010 facture;;101.2;FF ratp 2010;;;
;2010/6/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale juin 2010 - RATP";RATP_M6_2010 paiement;101.2;;Prélèv. Ratp juin 2010;;;
;2010/6/2;512100;"Banque
Carte intégrale juin 2010 - RATP";RATP_M6_2010 paiement;;101.2;Prélèv. Ratp juin 2010;;;
;2010/6/4;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M6_2010;244.13;;PV 2010;;;
;2010/6/4;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M6_2010;;244.13;PV 2010;;;
;2010/6/4;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M6_2010 paiement;244.13;;virt ZAFD 11967;;;
;2010/6/4;512100;"Banque
Frais de mission - juin_2010";FOOD_M6_2010 paiement;;244.13;virt ZAFD 11967;;;
;2010/6/7;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC juin_2010";HSBC_M6_2010 facture;20;;FF hsbc 6;;;
;2010/6/7;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC juin_2010";HSBC_M6_2010 facture;3.92;;FF hsbc 6;;;
;2010/6/7;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2010";HSBC_M6_2010 facture;;23.92;FF hsbc 6;;;
;2010/6/7;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2010";HSBC_M6_2010 paiement;23.92;;Prélèv. Hsbc 6;;;
;2010/6/7;512100;"Banque
Frais tenue de compte HSBC juin_2010";HSBC_M6_2010 paiement;;23.92;Prélèv. Hsbc 6;;;
;2010/6/7;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M6_2010";GERANT_M6_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
;2010/6/7;421000;"Exploitant - rémunération due
Rémunération_Gérant_M6_2010";GERANT_M6_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
;2010/6/7;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M6_2010";GERANT_M6_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
;2010/6/7;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M6_2010";GERANT_M6_2010 social;;268.166;site RSI;;;
;2010/6/7;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M6_2010";GERANT_M6_2010 social;;682.054;site Urssaf;;;
;2010/6/7;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M6_2010";GERANT_M6_2010 social;;487.08;Site CIPAV;;;
;2010/6/7;421000;"Exploitant - rémunération due
Rémunération_Gérant_M6_2010";GERANT_M6_2010 paiement;4380;;PV 2010;;;
;2010/6/7;512100;"Banque
Rémunération_Gérant_M6_2010";GERANT_M6_2010 paiement;;4380;virt Gérant juin 10;;;
;2010/6/8;645300;"Cotisations aux caisses de retraite
Règlement 1er acompte CIPAV 2010";CIPAV1 paiement;339.5;;Appel cotisation 05/2010;;;
;2010/6/8;437020;"Cotisations aux autres organismes sociaux
Règlement 1er acompte CIPAV 2010";CIPAV1 paiement;;339.5;Appel cotisation 05/2010;;;
;2010/6/8;437020;"Cotisations aux autres organismes sociaux
Règlement 1er acompte CIPAV 2010";CIPAV1 facture;339.5;;prlv cipav p021175;;;
;2010/6/8;512100;"Banque
Règlement 1er acompte CIPAV 2010";CIPAV1 facture;;339.5;prlv cipav p021175;;;
;2010/6/9;622700;"Frais d'actes
Infogreffe - commande K-bis";info gref facture;3.16;;voir relevé de compte;;;
;2010/6/9;445660;"TVA déductible 
Infogreffe - commande K-bis";info gref facture;0.62;;voir relevé de compte;;;
;2010/6/9;401100;"Fournisseurs - Achats de biens et services
Infogreffe - commande K-bis";info gref facture;;3.78;voir relevé de compte;;;
;2010/6/9;401100;"Fournisseurs - Achats de biens et services
Infogreffe - commande K-bis";info gref paiement;3.78;;cb infogreffe 06/06;;;
;2010/6/9;512100;"Banque
Infogreffe - commande K-bis";info gref paiement;;3.78;cb infogreffe 06/06;;;
;2010/6/25;512101;"Banque
Ouverture compte Binck Bank";Binck init;15;;Ch 0324655 (cf relevé binck);;;
;2010/6/25;512100;"Banque
Ouverture compte Binck Bank";Binck init;;15;Ch 0324655;;;
;2010/7/1;512100;"Banque
Règlement MOZILLA Facture n°5 - prestations de mai_2010";MOZILLA_M5_2010 paiement;9044.15;;virt mozilla 5;;;
;2010/7/1;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°5 - prestations de mai_2010";MOZILLA_M5_2010 paiement;;9044.15;virt mozilla 5;;;
;2010/7/2;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC juillet_2010";HSBC_M7_2010 facture;20;;FF hsbc 7;;;
;2010/7/2;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC juillet_2010";HSBC_M7_2010 facture;3.92;;FF hsbc 7;;;
;2010/7/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2010";HSBC_M7_2010 facture;;23.92;FF hsbc 7;;;
;2010/7/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2010";HSBC_M7_2010 paiement;23.92;;Prélèv. Hsbc 7;;;
;2010/7/2;512100;"Banque
Frais tenue de compte HSBC juillet_2010";HSBC_M7_2010 paiement;;23.92;Prélèv. Hsbc 7;;;
;2010/7/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M7_2010;244.13;;PV 2010;;;
;2010/7/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M7_2010;;244.13;PV 2010;;;
;2010/7/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M7_2010 paiement;244.13;;virt ZAFD 48102;;;
;2010/7/2;512100;"Banque
Frais de mission - juillet_2010";FOOD_M7_2010 paiement;;244.13;virt ZAFD 48102;;;
;2010/7/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M7_2010";GERANT_M7_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
;2010/7/2;421000;"Exploitant - rémunération due
Rémunération_Gérant_M7_2010";GERANT_M7_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
;2010/7/2;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M7_2010";GERANT_M7_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
;2010/7/2;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M7_2010";GERANT_M7_2010 social;;268.166;site RSI;;;
;2010/7/2;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M7_2010";GERANT_M7_2010 social;;682.054;site Urssaf;;;
;2010/7/2;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M7_2010";GERANT_M7_2010 social;;487.08;Site CIPAV;;;
;2010/7/2;421000;"Exploitant - rémunération due
Rémunération_Gérant_M7_2010";GERANT_M7_2010 paiement;4380;;PV 2010;;;
;2010/7/2;512100;"Banque
Rémunération_Gérant_M7_2010";GERANT_M7_2010 paiement;;4380;virt Gérant juillet 10;;;
;2010/7/15;445710;"TVA collectée
TVA collectée 2ème trimestre 2010";TVA CA4 T2_2010 facture;3100;;TVA CA4 T2_2010;;;
;2010/7/15;445810;Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2010;TVA CA4 T2_2010 facture;;3100;TVA CA4 T2_2010;;;
;2010/7/15;445810;Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2010;TVA CA4 T2_2010 paiement;3100;;Ch 0324656;;;
;2010/7/15;512100;"Banque
Règlement acompte TVA 2ème trimestre 2010";TVA CA4 T2_2010 paiement;;3100;Ch 0324656;;;
;2010/7/30;512100;"Banque
Règlement MOZILLA Facture n°6 - prestations de juin_2010";MOZILLA_M6_2010 paiement;10472.18;;virt mozilla 6;;;
;2010/7/30;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°6 - prestations de juin_2010";MOZILLA_M6_2010 paiement;;10472.18;virt mozilla 6;;;
