Code op type;First date;Comptes;Intitulé;Code opération;Débit;Crédit;Réf. Pièce;Period unite <y,m,d>;Period value;[opt]: exception
5;2011/01/05;512100;"Banque
Frais tenue de compte HSBC %(month_name)s_%(year_name)s";HSBC_M%(month_nb)s_%(year_name)s service paiement;;20;PRLV TBD;m;1;
;2011/01/05;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC %(month_name)s_%(year_name)s";HSBC_M%(month_nb)s_%(year_name)s TVA paiement;3.92;;PRLV TBD;m;1;
;2011/01/05;512100;"Banque
Frais tenue de compte HSBC %(month_name)s_%(year_name)s";HSBC_M%(month_nb)s_%(year_name)s TVA paiement;;3.92;PRLV TBD;m;1;
6;2011/01/05;512100;"Banque
Règlement MOZILLA Facture n°%(paid_nb_bill)s - prestations de %(paid_month_bill)s_%(paid_year)s";MOZILLA_M%(paid_nb_bill)s_%(paid_year)s paiement;10171.98;;VIR MOZILLA;m;1;11
6;2011/01/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°%(paid_nb_bill)s - prestations de %(paid_month_bill)s_%(paid_year)s";MOZILLA_M%(paid_nb_bill)s_%(paid_year)s paiement;;10171.98;VIR MOZILLA;m;1;11
7;2011/01/06;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M%(month_nb)s_%(year_name)s";GERANT_M%(month_nb)s_%(year_name)s;4198.2;;PV %(previous_year)s & taux prél sociaux;m;1;
7;2011/01/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M%(month_nb)s_%(year_name)s";GERANT_M%(month_nb)s_%(year_name)s;;4198.2;PV %(previous_year)s & taux prél sociaux;m;1;
8;2011/01/06;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M%(month_nb)s_%(year_name)s";GERANT_M%(month_nb)s_%(year_name)s cotisations sociales;947.19;;PV %(previous_year)s & taux prél sociaux;m;1;
8;2011/01/06;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M%(month_nb)s_%(year_name)s";GERANT_M%(month_nb)s_%(year_name)s cotisations sociales;;192.45;site RSI;m;1;
8;2011/01/06;437010;"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M%(month_nb)s_%(year_name)s";GERANT_M%(month_nb)s_%(year_name)s cotisations sociales;;446.92;site Urssaf;m;1;
8;2011/01/06;437020;"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M%(month_nb)s_%(year_name)s";GERANT_M%(month_nb)s_%(year_name)s cotisations sociales;;307.82;Site CIPAV;m;1;
9;2011/01/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M%(month_nb)s_%(year_name)s";GERANT_M%(month_nb)s_%(year_name)s salaire;3200;;PV %(previous_year)s & taux prél sociaux;m;1;
9;2011/01/06;512100;"Banque
Rémunération_Gérant_M%(month_nb)s_%(year_name)s";GERANT_M%(month_nb)s_%(year_name)s salaire;;3200;virt Gérant %(month_name)s %(year_name)s;m;1;
10;2011/01/18;645800;Cotisations aux autres organismes sociaux Règlement acompte RSI AM %(year_name)s;RSI_AC_T1_%(year_name)s facture;171;;Appel cotisation T1 %(year_name)s;y;1;
10;2011/01/18;431000;Sécurité Sociale Règlement acompte RSI AM %(year_name)s;RSI_AC_T1_%(year_name)s facture;;171;Appel cotisation T1 %(year_name)s;y;1;
11;2011/01/18;431000;Sécurité Sociale Règlement acompte RSI AM T1 %(year_name)s;RSI_AC_T1_%(year_name)s paiement;171;;Ch TBD;y;1;
11;2011/01/25;512100;Banque Règlement acompte RSI AM T1 %(year_name)s;RSI_AC_T1_%(year_name)s paiement;;171;Ch TBD;y;1;
12;2011/01/31;706000;Prestations de service Facture MOZILLA n°%(nb_bill)s – prestations de %(month_name)s_%(year_name)s;MOZILLA_M%(nb_bill)s;;8505;FC MOZILLA %(nb_bill)s;m;1;
12;2011/01/31;445710;"TVA collectée
Facture MOZILLA n°%(nb_bill)s – prestations de %(month_name)s_%(year_name)s";MOZILLA_M%(nb_bill)s;;1666.98;FC MOZILLA %(nb_bill)s;m;1;
12;2011/01/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°%(nb_bill)s – prestations de %(month_name)s_%(year_name)s;MOZILLA_M%(nb_bill)s;10171.98;;FC MOZILLA %(nb_bill)s;m;1;
13;2011/02/07;645100;"Cotisations à l'URSAAF
Règlement 1er acompte URSAAF %(year_name)s";URSAAF_AC_1 facture;404;;Appel cotisation 02/%(year_name)s;y;1;
13;2011/02/07;437010;"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF %(year_name)s";URSAAF_AC_1 facture;;404;Appel cotisation 02/%(year_name)s;y;1;
14;2011/02/07;437010;"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF %(year_name)s";URSAAF_AC_1 paiement;404;;PRLV Urssaf  de pari TBD;y;1;
14;2011/02/07;512100;Banque Règlement 1er acompte URSAAF %(year_name)s;URSAAF_AC_1 paiement;;404;PRLV Urssaf  de pari TBD;y;1;
15;2011/03/07;120000;Résultat de l'exercice (bénéfice);AFFECTATION DIV IN;22601.83;;PV approbation des comptes %(previous_year)s;y;1;
15;2011/03/07;106100;Réserve légale;AFFECTATION DIV IN;;1200;PV approbation des comptes %(previous_year)s;y;1;
15;2011/03/07;457000;Associés-dividendes à payer;AFFECTATION DIV IN;;16200;PV approbation des comptes %(previous_year)s;y;1;
15;2011/03/07;110000;Report à nouveau %(year_name)s;AFFECTATION DIV IN;;5201.83;PV approbation des comptes %(previous_year)s;y;1;
15;2011/03/07;457000;Associés-dividendes à payer;AFFECTATION DIV OUT;16200;;PV approbation des comptes %(previous_year)s;y;1;
15;2011/03/07;512100;Banque: paiment dividendes %(previous_year)s;AFFECTATION DIV OUT;;16200;PV approbation des comptes %(previous_year)s;y;1;
16;2011/03/16;448600;"Etat – Charges à payer
Cotisations à IS Règlement 1er acompte IS %(year_name)s";IS 1er acompte 2011 facture;997;;;y;1;
16;2011/03/16;444000;Etat-Imot sur les bénéfices;IS 1er acompte 2011 facture;;997;;y;;
17;2011/03/16;444000;Etat-Imot sur les bénéfices;IS 1er acompte 2011 paiement;997;;;y;;
17;2011/03/16;512100;Banque Règlement 1er acompte IS %(year_name)s;IS 1er acompte 2011 paiement;;997;;y;1;
18;2011/12/29;448600;"Etat – Charges à payer
Cotisations à IS Règlement 1er acompte IS %(year_name)s";IS acompte 2&3 2011 facture;1994;;;;;
18;2011/12/29;444000;Etat-Imot sur les bénéfices;IS acompte 2&3 2011 facture;;1994;;;;
19;2011/12/29;444000;Etat-Imot sur les bénéfices;IS acompte 2&3 2011 paiement;1994;;;;;
19;2011/12/29;512100;Banque Règlement acompte 2 et 3 IS %(year_name)s;IS acompte 2&3 2011 paiement;;1994;;;;
20;2011/03/17;622700;"Frais d'actes
T.C de Versailles – depot compte %(previous_year)s";T.C. Versailles 1 facture;14.87;;;y;1;
20;2011/03/17;445660;TVA déductible  T.C de Versailles – depot compte %(previous_year)s;T.C. Versailles facture;2.91;;;y;1;
20;2011/03/17;622700;"Frais d'actes
T.C de Versailles (debours) – depot compte %(previous_year)s";T.C. Versailles 2 facture;28.55;;;y;1;
20;2011/03/17;401100;"Fournisseurs - Achats de biens et services
T.C de Versailles – depot compte %(previous_year)s";T.C. Versailles facture;;46.33;;y;1;
21;2011/03/17;401100;"Fournisseurs - Achats de biens et services
T.C de Versailles – depot compte %(previous_year)s";T.C. Versailles paiement;46.33;;;y;1;
21;2011/03/17;512100;"Banque
T.C de Versailles – depot compte %(previous_year)s";T.C. Versailles paiement;;46.33;;y;1;
22;2011/04/16;445710;"TVA collectée
TVA collectée solde %(previous_year)s";TVA CA4 solde %(previous_year)s facture;2849;;TVA CA4 T1_%(year_name)s;y;1;
22;2011/04/16;445810;Acomptes – régime simplifié d'imposition solde %(previous_year)s;TVA CA4 solde %(previous_year)s facture;;2849;TVA CA4 T1_%(year_name)s;y;1;
23;2011/04/21;445710;"TVA collectée
TVA collectée 1er trimestre %(year_name)s";TVA CA4 T1_%(year_name)s facture;1641;;TVA CA4 T1_%(year_name)s;y;1;
23;2011/04/21;445810;Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre %(year_name)s;TVA CA4 T1_%(year_name)s facture;;1641;TVA CA4 T1_%(year_name)s;y;1;
24;2011/04/21;445810;Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre %(year_name)s;TVA CA4 T1_%(year_name)s paiement;1641;;Ch TBD;y;1;
24;2011/04/21;512100;"Banque
Règlement acompte TVA 1er trimestre %(year_name)s";TVA CA4 T1_%(year_name)s paiement;;1641;Ch TBD;y;1;
25;2011/05/03;445810;Acomptes – régime simplifié d'imposition solde TVA %(previous_year)s;TVA CA4 solde %(previous_year)s paiement;2849;;Ch TBD;y;1;
25;2011/05/03;512100;"Banque
Règlement acompte TVA  solde %(previous_year)s";TVA CA4 solde %(previous_year)s paiement;;2849;Ch TBD;y;1;
26;2011/05/05;645800;Cotisations aux autres organismes sociaux Règlement acompte RSI AM T2 %(year_name)s;RSI_AC_T2_%(year_name)s facture;171;;Appel cotisation T2 %(year_name)s;y;1;
26;2011/05/05;431000;"Sécurité Sociale
Règlement acompte RSI AM T2 %(year_name)s";RSI_AC_T2_%(year_name)s facture;;171;Appel cotisation T2 %(year_name)s;y;1;
27;2011/05/05;431000;Sécurité Sociale Règlement acompte RSI AM T2 %(year_name)s;RSI_AC_T2_%(year_name)s paiement;171;;Ch TBD;y;1;
27;2011/05/05;512100;Banque Règlement acompte RSI AM T2 %(year_name)s;RSI_AC_T2_%(year_name)s paiement;;171;Ch TBD;y;1;
28;2011/05/05;645100;"Cotisations à l'URSAAF
Règlement 2eme acompte URSAAF %(year_name)s";URSAAF_AC_2 facture;352;;Appel cotisation 06/%(year_name)s;y;1;
28;2011/05/05;437010;"Cotisations aux autres organismes sociaux
Règlement 2eme acompte URSAAF %(year_name)s";URSAAF_AC_2 facture;;352;Appel cotisation 06/%(year_name)s;y;1;
29;2011/05/05;437010;"Cotisations aux autres organismes sociaux
Règlement 2eme acompte URSAAF %(year_name)s";URSAAF_AC_2 paiement;352;;PRLV Urssaf  de pari TBD;y;1;
29;2011/05/05;512100;"Banque
Règlement 2ème acompte URSAAF %(year_name)s";URSAAF_AC_2 paiement;;352;PRLV Urssaf  de pari TBD;y;1;
30;2011/06/15;645300;Cotisations aux caisses de retraite Règlement 1er acompte CIPAV %(year_name)s;CIPAV1 facture;1036;;Appel cotisation 05/%(year_name)s;y;1;
30;2011/06/15;437020;Cotisations aux autres organismes sociaux Règlement 1er acompte CIPAV %(year_name)s;CIPAV1 facture;;1036;Appel cotisation 05/%(year_name)s;y;1;
31;2011/06/15;437020;Cotisations aux autres organismes sociaux Règlement 1er acompte CIPAV %(year_name)s;CIPAV1 paiement;1036;;prlv cipav ;y;1;
31;2011/06/15;512100;Banque Règlement 1er acompte CIPAV %(year_name)s;CIPAV1 paiement;;1036;prlv cipav ;y;1;
32;2011/08/05;645100;"Cotisations à l'URSAAF
Règlement 3eme acompte URSAAF %(year_name)s";URSAAF_AC_3 facture;352;;Appel cotisation 08/%(year_name)s;y;1;
32;2011/08/05;437010;"Cotisations aux autres organismes sociaux
Règlement 3eme acompte URSAAF %(year_name)s";URSAAF_AC_3 facture;;352;Appel cotisation 08/%(year_name)s;y;1;
33;2011/08/05;437010;Cotisations aux autres organismes sociaux Règlement 3eme acompte URSAAF %(year_name)s;URSAAF_AC_3 paiement;352;;PRLV Urssaf  de pari TBD;y;1;
33;2011/08/05;512100;Banque Règlement 3ème acompte URSAAF %(year_name)s;URSAAF_AC_3 paiement;;352;PRLV Urssaf  de pari TBD;y;1;
34;2011/08/05;645800;Cotisations aux autres organismes sociaux Règlement acompte RSI AM T3 %(year_name)s;RSI_AC_T3_%(year_name)s facture;171;;Appel cotisation T3 %(year_name)s;y;1;
34;2011/08/05;431000;Sécurité Sociale Règlement acompte RSI AM T3 %(year_name)s;RSI_AC_T3_%(year_name)s facture;;171;Appel cotisation T3 %(year_name)s;y;1;
35;2011/08/05;431000;Sécurité Sociale Règlement acompte RSI AM T3 %(year_name)s;RSI_AC_T3_%(year_name)s paiement;171;;Ch TBD;y;1;
35;2011/08/05;512100;Banque Règlement acompte RSI AM T3 %(year_name)s;RSI_AC_T3_%(year_name)s paiement;;171;Ch TBD;y;1;
36;2011/11/07;645100;Cotisations à l'URSAAF Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 facture;352;;Appel cotisation 11/%(year_name)s;y;1;
36;2011/11/07;437010;Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 facture;;352;Appel cotisation 11/%(year_name)s;y;1;
37;2011/11/07;437010;Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 paiement;352;;PRLV Urssaf  de pari TBD;y;1;
37;2011/11/07;512100;Banque Règlement 4ème acompte URSAAF %(year_name)s;URSAAF_AC_4 paiement;;352;PRLV Urssaf  de pari TBD;y;1;
38;2011/11/05;645800;Cotisations aux autres organismes sociaux Règlement acompte RSI AM T4 %(year_name)s;RSI_AC_T4_%(year_name)s facture;171;;Appel cotisation T4 %(year_name)s;y;1;
38;2011/11/05;431000;Sécurité Sociale Règlement acompte RSI AM T4 %(year_name)s;RSI_AC_T4_%(year_name)s facture;;171;Appel cotisation T4 %(year_name)s;y;1;
39;2011/11/05;431000;Sécurité Sociale Règlement acompte RSI AM T4 %(year_name)s;RSI_AC_T4_%(year_name)s paiement;171;;Ch TBD;y;1;
39;2011/11/05;512100;Banque Règlement acompte RSI AM T4 %(year_name)s;RSI_AC_T4_%(year_name)s paiement;;171;Ch TBD;y;1;
40;2011/11/15;645300;Cotisations aux caisses de retraite Règlement 2nd acompte CIPAV 2011;CIPAV2 facture;1036;;Appel cotisation 12/%(year_name)s;y;1;
40;2011/11/15;437020;Cotisations aux autres organismes sociaux Règlement 2nd acompte CIPAV 2011;CIPAV2 facture;;1036;Appel cotisation 12/%(year_name)s;y;1;
41;2011/11/15;437020;Cotisations aux autres organismes sociaux Règlement 2nd acompte CIPAV 2011;CIPAV2 paiement;1036;;prlv cipav ;y;1;
41;2011/11/15;512100;Banque Règlement 2nd acompte CIPAV 2011;CIPAV2 paiement;;1036;prlv cipav ;y;1;
42;2011/01/01;101000;Capital;OUVERTURE %(year_name)s;;2000;Bilan %(previous_year)s;y;1;
42;2011/01/01;120000;Résultat de l'exercice (bénéfice);OUVERTURE %(year_name)s;;22601.83;Bilan %(previous_year)s;y;1;
42;2011/01/01;401100;Fournisseurs - Achats de biens et services;OUVERTURE %(year_name)s;;0;Bilan %(previous_year)s;y;1;
42;2011/01/01;411000;Clients – ventes de prestations de service;OUVERTURE %(year_name)s;17612.3;;Bilan %(previous_year)s;y;1;
42;2011/01/01;421000;Exploitant - rémunération due;OUVERTURE %(year_name)s;;0;Bilan %(previous_year)s;y;1;
42;2011/01/01;428600;Autres charges à payer;OUVERTURE %(year_name)s;;0;Bilan %(previous_year)s;y;1;
42;2011/01/01;431000;Sécurité sociale RSI;OUVERTURE %(year_name)s;;2681.66;Bilan %(previous_year)s;y;1;
42;2011/01/01;437010;"Autres organismes sociaux
Cotisations Ursaaf";OUVERTURE %(year_name)s;;6820.54;Bilan %(previous_year)s;y;1;
42;2011/01/01;437020;Cotisations aux autres organismes sociaux-CIPAV;OUVERTURE %(year_name)s;;4870.8;Bilan %(previous_year)s;y;1;
42;2011/01/01;445660;TVA déductible;OUVERTURE %(year_name)s;187.5;;Bilan %(previous_year)s;y;1;
42;2011/01/01;445710;TVA collectée;OUVERTURE %(year_name)s;;3036.88;Bilan %(previous_year)s;y;1;
42;2011/01/01;445810;Acomptes – régime simplifié d'imposition;OUVERTURE %(year_name)s;;0;Bilan %(previous_year)s;y;1;
42;2011/01/01;448600;Etat – Charges à payer;OUVERTURE %(year_name)s;;4133.56;Bilan %(previous_year)s;y;1;
42;2011/01/01;486000;Charges constatées d'avance;OUVERTURE %(year_name)s;663.4;;Bilan %(previous_year)s;y;1;
42;2011/01/01;512100;Banque;OUVERTURE %(year_name)s;27667.07;;Bilan %(previous_year)s;y;1;
42;2011/01/01;512101;Banque – Binck Bank;OUVERTURE %(year_name)s;15;;Bilan %(previous_year)s;y;1;
42;2011/01/01;513000;Caisse;OUVERTURE %(year_name)s;;0;Bilan %(previous_year)s;y;1;
43;2011/04/8;448600;Etat – Charges à payer;IS 2010 facture;3989;;;;;
43;2011/04/8;444000;Etat-Imot sur les bénéfices;IS 2010 facture;;3989;;;;
44;2011/04/8;444000;Etat-Imot sur les bénéfices;IS_2010 paiement;3989;;;;;
44;2011/04/8;512100;Banque Paiement de l'IS 2010;IS_2010 paiement;;3989;;;;
45;2011/12/15;448600;Etat – Charges à payer;TP_2010;838;;;;;
45;2011/12/15;512100;Banque Taxe professionnelle 2010;TP_2010;;838;;;;
46;2011/12/31;486000;"Charges constatées d'avance
Assurance risque d'exploitation 2011";AXA_2012;802.49;;;;;
46;2011/12/31;616400;"Primes d'assurance - risques d'exploitation
Assurance risque d'exploitation AXA";AXA_2012;;802.49;;;;
47;2011/12/31;616400;"Primes d'assurance - risques d'exploitation
Assurance risque d'exploitation AXA";AXA_2012 facture;736.2;;;;;
47;2011/12/31;445660;"TVA déductible
TVA déductible sur prime d'assurance AXA";AXA_2012 facture;66.29;;;;;
47;2011/12/31;401100;"Fournisseurs - Achats de biens et services
Assurance risque d'exploitation AXA";AXA_2012 facture;;802.49;;;;
48;2011/12/31;401100;"Fournisseurs - Achats de biens et services
Assurance risque d'exploitation AXA";AXA_2012 paiement;802.49;;;;;
48;2011/12/31;512100;"Banque
Assurance risque d'exploitation 2012";AXA_2012 paiement;;802.49;;;;
49;2011/12/31;635110;"Autres impôts – Taxe professionelle
Estimation";TaxeP_2011;1600;;Ecriture d'inventaire;;;
49;2011/12/31;448600;Etat – Charges à payer;TaxeP_2011;;1600;Ecriture d'inventaire;;;
50;2011/01/04;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M1_2011 IN;244.13;;PV mai 2010;;;
50;2011/01/04;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M1_2011 IN;;244.13;PV mai 2010;;;
51;2011/01/04;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M1_2011 OUT;244.13;;VIREMENT EMIS ZAFD 12524;;;
51;2011/01/04;512100;"Banque
Frais de mission – janvier_2011";FOOD_M1_2011 OUT;;244.13;VIREMENT EMIS ZAFD 12524;;;
52;2011/01/10;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 1 facture;13.92;;FF laposte 1;;;
52;2011/01/10;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 1 facture;;13.92;FF laposte 1;;;
53;2011/01/10;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 1 paiement;13.92;;CB laposte 1;;;
53;2011/01/10;512100;"Banque
La Poste - achat de timbres";POSTE 1 paiement;;13.92;CB laposte 1;;;
54;2011/01/19;622700;"Frais d'actes
Tribunal de Commerce: paraffage livre d'inventaire";CHARGES GESTION facture;2.5;;FF GTC Versailles 1;;;
54;2011/01/19;445660;"TVA déductible 
Tribunal de Commerce: paraffage livre d'inventaire";CHARGES GESTION facture;0.61;;FF GTC Versailles 1;;;
54;2011/01/19;401100;"Fournisseurs - Achats de biens et services
Tribunal de Commerce: paraffage livre d'inventaire";CHARGES GESTION facture;;3.11;FF GTC Versailles 1;;;
55;2011/01/19;401100;"Fournisseurs - Achats de biens et services
Tribunal de Commerce: paraffage livre d'inventaire";CHARGES GESTION paiement;3.11;;Ch 0324658;;;
55;2011/01/19;512100;"Banque
Tribunal de Commerce: paraffage livre d'inventaire";CHARGES GESTION paiement;;3.11;Ch 0324658;;;
56;2011/03/10;606400;"Fournitures administratives
Surcouf -cartouches imprimante";Cartouches facture;30.09;;FF surcouf 1;;;
56;2011/03/10;445660;"TVA déductible 
Surcouf -cartouches imprimante (19.6)";Cartouches facture;5.9;;FF surcouf 1;;;
56;2011/03/10;401100;"Fournisseurs - Achats de biens et services
Surcouf -cartouches imprimante";Cartouches facture;;35.99;FF surcouf 1;;;
57;2011/03/10;401100;"Fournisseurs - Achats de biens et services
Surcouf -cartouches imprimante";Cartouches paiement;35.99;;cb surcouf haussman 09/03;;;
57;2011/03/10;512100;"Banque
Surcouf -cartouches imprimante";Cartouches paiement;;35.99;cb surcouf haussman 09/03;;;
58;2011/03/11;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 2 facture;6.1;;;;;
58;2011/03/11;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 2 facture;;6.1;;;;
59;2011/03/11;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 2 paiement;6.1;;;;;
59;2011/03/11;512100;"Banque
La Poste - achat de timbres";POSTE 2 paiement;;6.1;;;;
60;2011/03/28;606400;"Fournitures administratives 
Simply - enveloppes";Enveloppes facture;5.26;;;;;
60;2011/03/28;445660;"TVA déductible 
Simply – enveloppes (19.6)";Enveloppes facture;1.04;;;;;
60;2011/03/28;401100;"Fournisseurs - Achats de biens et services
Simply – enveloppes";Enveloppes facture;;6.3;;;;
61;2011/03/28;401100;"Fournisseurs - Achats de biens et services
Simply – enveloppes";Enveloppes paiment;6.3;;;;;
61;2011/03/28;512100;"Banque
Simply – enveloppes";Enveloppes paiment;;6.3;;;;
62;2011/01/05;512100;"Banque
Règlement MOZILLA Facture n°11 - prestations de novembre_2010";MOZILLA_M11_2010 paiement;9520.16;;;;;
62;2011/01/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°11 - prestations de novembre_2010";MOZILLA_M11_2010 paiement;;9520.16;;;;
63;2011/01/06;421000;"Banque
Rémunération_Gérant_M1_2011";GERANT_M1_2011 salaire;4380;;;;;
63;2011/01/06;512100;"Banque
Rémunération_Gérant_M1_2011";GERANT_M1_2011 salaire;;4380;;;;
64;2011/02/05;512100;"Banque
Règlement MOZILLA Facture n°12 - prestations de décembre_2010";MOZILLA_M12_2010 paiement;8092.14;;;;;
64;2011/02/05;411000;"Clients- ventes de prestations de service 
Règlement MOZILLA Facture n°12 - prestations de décembre_2010";MOZILLA_M12_2010 paiement;;8092.14;;;;
65;2011/04/18;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 3 facture;17.54;;;;;
65;2011/04/18;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 3 facture;;17.54;;;;
66;2011/04/18;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 3 paiement;17.54;;;;;
66;2011/04/18;512100;"Banque
La Poste - achat de timbres";POSTE 3 paiement;;17.54;;;;
67;2011/05/09;618000;"Divers
FNAC - matériel";ASUS EEE PC – facture;256.476;;;;;
67;2011/05/09;445660;"TVA déductible 
FNAC - matériel";ASUS EEE PC – facture;62.524;;;;;
67;2011/05/09;401100;"Fournisseurs - Achats de biens et services
FNAC - matériel";ASUS EEE PC – facture;;319;;;;
68;2011/05/09;401100;"Fournisseurs - Achats de biens et services
FNAC - matériel";ASUS EEE PC – paiement;319;;;;;
68;2011/05/09;512100;"Banque
FNAC - matériel";ASUS EEE PC – paiement;;319;;;;
69;2011/05/30;618300;"Documentation technique 
Gd Cercle – Développement Systeme sous Linux ";Livres (Linux system) – facture;42.525;;;;;
69;2011/05/30;445660;"TVA déductible 
Gd Cercle – Développement Systeme sous Linux (5,5)";TVA livres  (Linux system)  – facture;2.475;;;;;
69;2011/05/30;401100;"Fournisseurs - Achats de biens et services
Gd Cercle Développement Systeme sous Linux";Livres  (Linux system)  – facture;;45;;;;
70;2011/05/30;401100;"Fournisseurs - Achats de biens et services
Gd Cercle Développement Systeme sous Linux";Livres  (Linux system)  – paiement;45;;;;;
70;2011/05/30;512100;"Banque
Gd Cercle Développement Systeme sous Linux";Livres  (Linux system)  – paiement;;45;;;;
71;2011/07/26;445710;"TVA collectée
TVA collectée T3 2011";TVA CA4 T2_2011 – facture;4487;;;;;
71;2011/07/26;445810;Acomptes – régime simplifié d'imposition Acompte TVA T2 2011;TVA CA4 T2_2011 – facture;;4487;;;;
72;2011/07/26;445810;Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2011;TVA CA4 T2_2011 – paiement;4487;;;;;
72;2011/07/26;512100;Banque Règlement acompte TVA 2ème trimestre 2011;TVA CA4 T2_2011 – paiement;;4487;;;;
73;2011/10/20;445710;"TVA collectée
TVA collectée T3 2011";TVA CA4 T3_2011 – facture;4487;;;;;
73;2011/10/20;445810;"Acomptes – régime simplifié d'imposition
 Acompte TVA T3 2011";TVA CA4 T3_2011 – facture;;4487;;;;
74;2011/10/20;445810;"Acomptes – régime simplifié d'imposition
 Acompte TVA T3 2011";TVA CA4 T3_2011 – paiement;4487;;;;;
74;2011/10/20;512100;"Banque
 Règlement acompte TVA T3 2011";TVA CA4 T3_2011 – paiement;;4487;;;;
75;2011/10/20;445710;"TVA collectée
TVA collectée T4 2011";TVA CA4 T4_2011 – facture;3589;;;;;
75;2011/10/20;445810;"Acomptes – régime simplifié d'imposition
  Acompte TVA T4 2011";TVA CA4 T4_2011 – facture;;3589;;;;
76;2011/10/20;445810;"Acomptes – régime simplifié d'imposition
  Acompte TVA T4 2011";TVA CA4 T4_2011 – paiement;3589;;;;;
76;2011/10/20;512100;"Banque
 Règlement acompte TVA T4 2011";TVA CA4 T4_2011 – paiement;;3589;;;;
77;2011/05/09;618000;"Divers
Décathlon - matériel";Sac – facture;24.08;;;;;
