Code op type;First date;Comptes;Intitulé;Code opération;Débit;Crédit;Réf. Pièce;Period unite <y,m,d>;Period value;[opt]: exception
;2013/07/13;445710;"TVA collectée
TVA collectée T3 2013";TVA CA4 T2_2013 – facture;2764.78;;;;;
;2013/07/13;445810;Acomptes – régime simplifié d'imposition Acompte TVA T2 2013;TVA CA4 T2_2013 – facture;;2764.78;;;;
;2013/07/13;445810;Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2013;TVA CA4 T2_2013 – paiement;2764.78;;;;;
;2013/07/13;512100;Banque Règlement acompte TVA 2ème trimestre 2013;TVA CA4 T2_2013 – paiement;;2764.78;;;;
;2013/10/20;445710;"TVA collectée
TVA collectée T3 2013";TVA CA4 T3_2013 – facture;0;;;;;
;2013/10/20;445810;"Acomptes – régime simplifié d'imposition
 Acompte TVA T3 2013";TVA CA4 T3_2013 – facture;;0;;;;
;2013/10/20;445810;"Acomptes – régime simplifié d'imposition
 Acompte TVA T3 2013";TVA CA4 T3_2013 – paiement;0;;;;;
;2013/10/20;512100;"Banque
 Règlement acompte TVA T3 2013";TVA CA4 T3_2013 – paiement;;0;;;;
;2013/12/20;445710;"TVA collectée
TVA collectée T4 2013";TVA CA4 T4_2013 – facture;0;;;;;
;2013/12/20;445810;"Acomptes – régime simplifié d'imposition
  Acompte TVA T4 2013";TVA CA4 T4_2013 – facture;;0;;;;
;2013/12/20;445810;"Acomptes – régime simplifié d'imposition
  Acompte TVA T4 2013";TVA CA4 T4_2013 – paiement;0;;;;;
;2013/12/20;512100;"Banque
 Règlement acompte TVA T4 2013";TVA CA4 T4_2013 – paiement;;0;;;;
;2013/01/06;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M1_2013";GERANT_M1_2013;1000;;PV 2012 & taux prél sociaux;;;
;2013/01/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M1_2013";GERANT_M1_2013;;1000;PV 2012 & taux prél sociaux;;;
;2013/01/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M6_2013";GERANT_M1_2013 cotisations RSI;;60.14;site RSI;;;
;2013/01/06;645800;"Cotisations aux autres organismes sociaux
Charges RSI M1_2013";GERANT_M1_2013 cotisations RSI;60.14;;site RSI;;;
;2013/01/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M1_2013";GERANT_M1_2013 cotisations URSAAF;;139.66;site Urssaf;;;
;2013/01/06;645100;"Cotisations à l'URSAAF
Charges URSAAF M1_2013";GERANT_M1_2013 cotisations URSAAF;139.66;;site Urssaf;;;
;2013/01/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M1_2013";GERANT_M1_2013 cotisations CIPAV;;96.19;Site CIPAV;;;
;2013/01/06;645300;"Cotisations CIPAV
Charges CIPAV M1_2013";GERANT_M1_2013 cotisations CIPAV;96.19;;Site CIPAV;;;
;2013/01/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M1_2013";GERANT_M1_2013 salaire;1000;;PV 2012 & taux prél sociaux;;;
;2013/01/06;512100;"Banque
Rémunération_Gérant_M1_2013";GERANT_M1_2013 salaire;;1000;virt Gérant juin 2013;;;
;2013/07/06;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M7_2013";GERANT_M7_2013;1000;;PV 2012 & taux prél sociaux;;;
;2013/07/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M7_2013";GERANT_M7_2013;;1000;PV 2012 & taux prél sociaux;;;
;2013/07/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M7_2013";GERANT_M7_2013 cotisations RSI;;60.14;site RSI;;;
;2013/07/06;645800;"Cotisations aux autres organismes sociaux
Charges RSI M7_2013";GERANT_M7_2013 cotisations RSI;60.14;;site RSI;;;
;2013/07/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M7_2013";GERANT_M7_2013 cotisations URSAAF;;139.66;site Urssaf;;;
;2013/07/06;645100;"Cotisations à l'URSAAF
Charges URSAAF M7_2013";GERANT_M7_2013 cotisations URSAAF;139.66;;site Urssaf;;;
;2013/07/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M7_2013";GERANT_M7_2013 cotisations CIPAV;;96.19;Site CIPAV;;;
;2013/07/06;645300;"Cotisations CIPAV
Charges CIPAV M7_2013";GERANT_M7_2013 cotisations CIPAV;96.19;;Site CIPAV;;;
;2013/07/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M7_2013";GERANT_M7_2013 salaire;1000;;PV 2012 & taux prél sociaux;;;
;2013/07/06;512100;"Banque
Rémunération_Gérant_M7_2013";GERANT_M7_2013 salaire;;1000;virt Gérant juillet 2013;;;
;2013/08/06;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M8_2013";GERANT_M8_2013;1000;;PV 2012 & taux prél sociaux;;;
;2013/08/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M8_2013";GERANT_M8_2013;;1000;PV 2012 & taux prél sociaux;;;
;2013/08/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M8_2013";GERANT_M8_2013 cotisations RSI;;60.14;site RSI;;;
;2013/08/06;645800;"Cotisations aux autres organismes sociaux
Charges RSI M8_2013";GERANT_M8_2013 cotisations RSI;60.14;;site RSI;;;
;2013/08/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M8_2013";GERANT_M8_2013 cotisations URSAAF;;139.66;site Urssaf;;;
;2013/08/06;645100;"Cotisations à l'URSAAF
Charges URSAAF M8_2013";GERANT_M8_2013 cotisations URSAAF;139.66;;site Urssaf;;;
;2013/08/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M8_2013";GERANT_M8_2013 cotisations CIPAV;;96.19;Site CIPAV;;;
;2013/08/06;645300;"Cotisations CIPAV
Charges CIPAV M8_2013";GERANT_M8_2013 cotisations CIPAV;96.19;;Site CIPAV;;;
;2013/08/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M8_2013";GERANT_M8_2013 salaire;1000;;PV 2012 & taux prél sociaux;;;
;2013/08/06;512100;"Banque
Rémunération_Gérant_M8_2013";GERANT_M8_2013 salaire;;1000;virt Gérant aout 2013;;;
;2013/09/06;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M9_2013";GERANT_M9_2013;1000;;PV 2012 & taux prél sociaux;;;
;2013/09/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M9_2013";GERANT_M9_2013;;1000;PV 2012 & taux prél sociaux;;;
;2013/09/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M9_2013";GERANT_M9_2013 cotisations RSI;;60.14;site RSI;;;
;2013/09/06;645800;"Cotisations aux autres organismes sociaux
Charges RSI M9_2013";GERANT_M9_2013 cotisations RSI;60.14;;site RSI;;;
;2013/09/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M9_2013";GERANT_M9_2013 cotisations URSAAF;;139.66;site Urssaf;;;
;2013/09/06;645100;"Cotisations à l'URSAAF
Charges URSAAF M9_2013";GERANT_M9_2013 cotisations URSAAF;139.66;;site Urssaf;;;
;2013/09/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M9_2013";GERANT_M9_2013 cotisations CIPAV;;96.19;Site CIPAV;;;
;2013/09/06;645300;"Cotisations CIPAV
Charges CIPAV M9_2013";GERANT_M9_2013 cotisations CIPAV;96.19;;Site CIPAV;;;
;2013/09/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M9_2013";GERANT_M9_2013 salaire;1000;;PV 2012 & taux prél sociaux;;;
;2013/09/06;512100;"Banque
Rémunération_Gérant_M9_2013";GERANT_M9_2013 salaire;;1000;virt Gérant septembre 2013;;;
;2013/10/06;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M10_2013";GERANT_M10_2013;1000;;PV 2012 & taux prél sociaux;;;
;2013/10/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M10_2013";GERANT_M10_2013;;1000;PV 2012 & taux prél sociaux;;;
;2013/10/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M10_2013";GERANT_M10_2013 cotisations RSI;;60.14;site RSI;;;
;2013/10/06;645800;"Cotisations aux autres organismes sociaux
Charges RSI M10_2013";GERANT_M10_2013 cotisations RSI;60.14;;site RSI;;;
;2013/10/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M10_2013";GERANT_M10_2013 cotisations URSAAF;;139.66;site Urssaf;;;
;2013/10/06;645100;"Cotisations à l'URSAAF
Charges URSAAF M10_2013";GERANT_M10_2013 cotisations URSAAF;139.66;;site Urssaf;;;
;2013/10/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M10_2013";GERANT_M10_2013 cotisations CIPAV;;96.19;Site CIPAV;;;
;2013/10/06;645300;"Cotisations CIPAV
Charges CIPAV M10_2013";GERANT_M10_2013 cotisations CIPAV;96.19;;Site CIPAV;;;
;2013/10/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M10_2013";GERANT_M10_2013 salaire;1000;;PV 2012 & taux prél sociaux;;;
;2013/10/06;512100;"Banque
Rémunération_Gérant_M10_2013";GERANT_M10_2013 salaire;;1000;virt Gérant octobre 2013;;;
;2013/11/06;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M11_2013";GERANT_M11_2013;1000;;PV 2012 & taux prél sociaux;;;
;2013/11/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M11_2013";GERANT_M11_2013;;1000;PV 2012 & taux prél sociaux;;;
;2013/11/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M11_2013";GERANT_M11_2013 cotisations RSI;;60.14;site RSI;;;
;2013/11/06;645800;"Cotisations aux autres organismes sociaux
Charges RSI M11_2013";GERANT_M11_2013 cotisations RSI;60.14;;site RSI;;;
;2013/11/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M11_2013";GERANT_M11_2013 cotisations URSAAF;;139.66;site Urssaf;;;
;2013/11/06;645100;"Cotisations à l'URSAAF
Charges URSAAF M11_2013";GERANT_M11_2013 cotisations URSAAF;139.66;;site Urssaf;;;
;2013/11/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M11_2013";GERANT_M11_2013 cotisations CIPAV;;96.19;Site CIPAV;;;
;2013/11/06;645300;"Cotisations CIPAV
Charges CIPAV M11_2013";GERANT_M11_2013 cotisations CIPAV;96.19;;Site CIPAV;;;
;2013/11/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M11_2013";GERANT_M11_2013 salaire;1000;;PV 2012 & taux prél sociaux;;;
;2013/11/06;512100;"Banque
Rémunération_Gérant_M11_2013";GERANT_M11_2013 salaire;;1000;virt Gérant novembre 2013;;;
;2013/12/06;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M12_2013";GERANT_M12_2013;1000;;PV 2012 & taux prél sociaux;;;
;2013/12/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M12_2013";GERANT_M12_2013;;1000;PV 2012 & taux prél sociaux;;;
;2013/12/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M12_2013";GERANT_M12_2013 cotisations RSI;;60.14;site RSI;;;
;2013/12/06;645800;"Cotisations aux autres organismes sociaux
Charges RSI M12_2013";GERANT_M12_2013 cotisations RSI;60.14;;site RSI;;;
;2013/12/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M12_2013";GERANT_M12_2013 cotisations URSAAF;;139.66;site Urssaf;;;
;2013/12/06;645100;"Cotisations à l'URSAAF
Charges URSAAF M12_2013";GERANT_M12_2013 cotisations URSAAF;139.66;;site Urssaf;;;
;2013/12/06;438000;"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M12_2013";GERANT_M12_2013 cotisations CIPAV;;96.19;Site CIPAV;;;
;2013/12/06;645300;"Cotisations CIPAV
Charges CIPAV M12_2013";GERANT_M12_2013 cotisations CIPAV;96.19;;Site CIPAV;;;
;2013/12/06;421000;"Exploitant - rémunération due
Rémunération_Gérant_M12_2013";GERANT_M12_2013 salaire;1000;;PV 2012 & taux prél sociaux;;;
;2013/12/06;512100;"Banque
Rémunération_Gérant_M12_2013";GERANT_M12_2013 salaire;;1000;virt Gérant décembre 2013;;;
1;2013/01/01;101000;Capital;OUVERTURE 2013;;2000;BILAN 2012;;;
2;2013/01/01;106100;    Réserve légale;OUVERTURE 2013;;1200;BILAN 2012;;;
3;2013/01/01;110000;Report à nouveau (solde créditeur);OUVERTURE 2013;;9665.04;BILAN 2012;;;
4;2013/01/01;120000;Résultat de l'exercice (déficit);OUVERTURE 2013;18173.03;;BILAN 2012;;;
