N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit,Réf. Pièce
49,2012/01/18,438000,"Organismes sociaux & Charges à payer et produits à recevoir
 Règlement acompte RSI AM 2012",RSI_AC_T1_2012 facture,742,,Appel cotisation T1 2012
50,2012/01/18,431000,Sécurité Sociale Règlement acompte RSI AM 2012,RSI_AC_T1_2012 facture,,742,Appel cotisation T1 2012
51,2012/01/18,431000,Sécurité Sociale Règlement acompte RSI AM T1 2012,RSI_AC_T1_2012 paiement,742,,Ch TBD
52,2012/01/18,512100,Banque Règlement acompte RSI AM T1 2012,RSI_AC_T1_2012 paiement,,742,Ch TBD
53,2012/02/02,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°23 - prestations de novembre_2011",MOZILLA_M11_2011 paiement,,9687.6,VIR MOZILLA INFORMATIQ TBD
54,2012/02/02,512100,"Banque
Règlement MOZILLA Facture n°23 - prestations de novembre_2011",MOZILLA_M11_2011 paiement,9687.6,,VIR MOZILLA INFORMATIQ TBD
55,2012/02/02,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°24 - prestations de decembre_2011",MOZILLA_M12_2011 paiement,,8234.46,VIR MOZILLA INFORMATIQ TBD
56,2012/02/02,512100,"Banque
Règlement MOZILLA Facture n°24 - prestations de decembre_2011",MOZILLA_M12_2011 paiement,8234.46,,VIR MOZILLA INFORMATIQ TBD
57,2012/02/02,706000,"Prestations de service
rectification facture MOZILLA decembre_2011",MOZILLA_M12_2011  (facture erronée),484.38,,
58,2012/02/02,411000,"Clientes – ventes de prestations de service
 rectification facture MOZILLA decembre_2011",MOZILLA_M12_2011  (facture erronée),,484.38,
59,2012/02/03,625000,"Voyages et déplacements
Carte intégrale fevrier 2012 - RATP",RATP_M2_2012 facture,104.27,,
60,2012/02/03,401100,"Fournisseurs - Achats de biens et services
Carte intégrale fevrier 2012 - RATP",RATP_M2_2012 facture,,104.27,
61,2012/02/03,401100,Fournisseurs - Achats de biens et services Carte intégrale fevrier 2012 - RATP,RATP_M2_2012 paiement,104.27,,
62,2012/02/03,512100,Banque Carte intégrale fevrier 2012 - RATP,RATP_M2_2012 paiement,,104.27,
63,2012/02/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC février_2012",HSBC_M2_2012 facture,20,,FF hsbc 2
64,2012/02/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC février_2012,HSBC_M2_2012 facture,3.92,,FF hsbc 2
65,2012/02/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC février_2012",HSBC_M2_2012 facture,,23.92,FF hsbc 2
66,2012/02/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC février_2012",HSBC_M2_2012 paiement,23.92,,PRLV TBD
67,2012/02/05,512100,"Banque
Frais tenue de compte HSBC février_2012",HSBC_M2_2012 paiement,,23.92,PRLV TBD
68,2012/02/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M2_2012",GERANT_M2_2012,3200,,PV 2011 & taux prél sociaux
69,2012/02/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M2_2012",GERANT_M2_2012,,3200,PV 2011 & taux prél sociaux
70,2012/02/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M2_2012",GERANT_M2_2012 cotisations RSI,,192.45,site RSI
71,2012/02/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M2_2012",GERANT_M2_2012 cotisations RSI,192.45,,site RSI
72,2012/02/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M2_2012",GERANT_M2_2012 cotisations URSAAF,,446.92,site Urssaf
73,2012/02/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M2_2012",GERANT_M2_2012 cotisations URSAAF,446.92,,site Urssaf
74,2012/02/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M2_2012",GERANT_M2_2012 cotisations CIPAV,,307.82,Site CIPAV
75,2012/02/06,645300,"Cotisations CIPAV
Charges CIPAV M2_2012",GERANT_M2_2012 cotisations CIPAV,307.82,,Site CIPAV
76,2012/02/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M2_2012",GERANT_M2_2012 salaire,3200,,PV 2011 & taux prél sociaux
77,2012/02/06,512100,"Banque
Rémunération_Gérant_M2_2012",GERANT_M2_2012 salaire,,3200,virt Gérant février 2012
78,2012/02/07,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Règlement 1er acompte URSAAF 2012",URSAAF_AC_1 facture,1655,,Appel cotisation 02/2012
79,2012/02/07,437010,"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF 2012",URSAAF_AC_1 facture,,1655,Appel cotisation 02/2012
80,2012/02/07,437010,"Cotisations aux autres organismes sociaux
Règlement 1er acompte URSAAF 2012",URSAAF_AC_1 paiement,1655,,PRLV Urssaf  de pari TBD
81,2012/02/07,512100,Banque Règlement 1er acompte URSAAF 2012,URSAAF_AC_1 paiement,,1655,PRLV Urssaf  de pari TBD
82,2012/03/03,625000,"Voyages et déplacements
Carte intégrale mars 2012 - RATP",RATP_M3_2012 facture,102.7,,
83,2012/03/03,401100,"Fournisseurs - Achats de biens et services
Carte intégrale mars 2012 - RATP",RATP_M3_2012 facture,,102.7,
84,2012/03/03,401100,Fournisseurs - Achats de biens et services Carte intégrale mars 2012 - RATP,RATP_M3_2012 paiement,102.7,,
85,2012/03/03,512100,Banque Carte intégrale mars 2012 - RATP,RATP_M3_2012 paiement,,102.7,
86,2012/03/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC mars_2012",HSBC_M3_2012 facture,20,,FF hsbc 3
87,2012/03/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC mars_2012,HSBC_M3_2012 facture,3.92,,FF hsbc 3
88,2012/03/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mars_2012",HSBC_M3_2012 facture,,23.92,FF hsbc 3
89,2012/03/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mars_2012",HSBC_M3_2012 paiement,23.92,,PRLV TBD
90,2012/03/05,512100,"Banque
Frais tenue de compte HSBC mars_2012",HSBC_M3_2012 paiement,,23.92,PRLV TBD
91,2012/03/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M3_2012",GERANT_M3_2012,3200,,PV 2011 & taux prél sociaux
92,2012/03/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M3_2012",GERANT_M3_2012,,3200,PV 2011 & taux prél sociaux
93,2012/03/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M3_2012",GERANT_M3_2012 cotisations RSI,,192.45,site RSI
94,2012/03/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M3_2012",GERANT_M3_2012 cotisations RSI,192.45,,site RSI
95,2012/03/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M3_2012",GERANT_M3_2012 cotisations URSAAF,,446.92,site Urssaf
96,2012/03/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M3_2012",GERANT_M3_2012 cotisations URSAAF,446.92,,site Urssaf
97,2012/03/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M3_2012",GERANT_M3_2012 cotisations CIPAV,,307.82,Site CIPAV
98,2012/03/06,645300,"Cotisations CIPAV
Charges CIPAV M3_2012",GERANT_M3_2012 cotisations CIPAV,307.82,,Site CIPAV
99,2012/03/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M3_2012",GERANT_M3_2012 salaire,3200,,PV 2011 & taux prél sociaux
100,2012/03/06,512100,"Banque
Rémunération_Gérant_M3_2012",GERANT_M3_2012 salaire,,3200,virt Gérant mars 2012
101,2012/03/07,120000,Résultat de l'exercice (bénéfice),AFFECTATION DIV IN,19463.21,,PV approbation des comptes 2011
102,2012/03/07,457000,Associés-dividendes à payer,AFFECTATION DIV IN,,15000,PV approbation des comptes 2011
103,2012/03/07,110000,Report à nouveau 2012,AFFECTATION DIV IN,,4463.21,PV approbation des comptes 2011
104,2012/03/16,448600,"Etat – Charges à payer
Cotisations à IS Règlement 1er acompte IS 2012",IS 1er acompte 2012 facture,997,,
105,2012/03/16,444000,Etat-Imot sur les bénéfices,IS 1er acompte 2012 facture,,997,
106,2012/03/16,444000,Etat-Imot sur les bénéfices,IS 1er acompte 2012 paiement,997,,
107,2012/03/16,512100,Banque Règlement 1er acompte IS 2012,IS 1er acompte 2012 paiement,,997,
108,2012/03/24,622700,"Frais d'actes
T.C de Versailles – depot compte 2011",T.C. Versailles 1 facture,14.88,,
109,2012/03/24,445660,TVA déductible  T.C de Versailles – depot compte 2011,T.C. Versailles facture,2.92,,
110,2012/03/24,622700,"Frais d'actes
T.C de Versailles (debours) – depot compte 2011",T.C. Versailles 2 facture,28.55,,
111,2012/03/24,401100,"Fournisseurs - Achats de biens et services
T.C de Versailles – depot compte 2011",T.C. Versailles facture,,46.35,
112,2012/03/24,401100,"Fournisseurs - Achats de biens et services
T.C de Versailles – depot compte 2011",T.C. Versailles paiement,46.35,,
113,2012/03/24,512100,"Banque
T.C de Versailles – depot compte 2011",T.C. Versailles paiement,,46.35,
114,2012/03/31,706000,"Prestations de service
Facture Boeing n°1 – prestations de mars_2012",Boeing_M1,,8800,FC Boeing 1
115,2012/03/31,445710,"TVA collectée
Facture Boeing n°1 – prestations de mars_2012",Boeing_M1,,1724.800,FC Boeing 1
116,2012/03/31,411000,Clientes – ventes de prestations de service Facture Boeing n°1 – prestations de mars_2012,Boeing_M1,10524.80,,FC Boeing 1
117,2012/04/03,625000,"Voyages et déplacements
Carte intégrale avril 2012 - RATP",RATP_M4_2012 facture,102.7,,
118,2012/04/03,401100,"Fournisseurs - Achats de biens et services
Carte intégrale avril 2012 - RATP",RATP_M4_2012 facture,,102.7,
119,2012/04/03,401100,Fournisseurs - Achats de biens et services Carte intégrale avril 2012 - RATP,RATP_M4_2012 paiement,102.7,,
120,2012/04/03,512100,Banque Carte intégrale avril 2012 - RATP,RATP_M4_2012 paiement,,102.7,
121,2012/04/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC avril_2012",HSBC_M4_2012 facture,20,,FF hsbc 4
122,2012/04/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC avril_2012,HSBC_M4_2012 facture,3.92,,FF hsbc 4
123,2012/04/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC avril_2012",HSBC_M4_2012 facture,,23.92,FF hsbc 4
124,2012/04/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC avril_2012",HSBC_M4_2012 paiement,23.92,,PRLV TBD
125,2012/04/05,512100,"Banque
Frais tenue de compte HSBC avril_2012",HSBC_M4_2012 paiement,,23.92,PRLV TBD
126,2012/04/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M4_2012",GERANT_M4_2012,3200,,PV 2011 & taux prél sociaux
127,2012/04/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M4_2012",GERANT_M4_2012,,3200,PV 2011 & taux prél sociaux
128,2012/04/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M4_2012",GERANT_M4_2012 cotisations RSI,,192.45,site RSI
129,2012/04/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M4_2012",GERANT_M4_2012 cotisations RSI,192.45,,site RSI
130,2012/04/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M4_2012",GERANT_M4_2012 cotisations URSAAF,,446.92,site Urssaf
131,2012/04/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M4_2012",GERANT_M4_2012 cotisations URSAAF,446.92,,site Urssaf
132,2012/04/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M4_2012",GERANT_M4_2012 cotisations CIPAV,,307.82,Site CIPAV
133,2012/04/06,645300,"Cotisations CIPAV
Charges CIPAV M4_2012",GERANT_M4_2012 cotisations CIPAV,307.82,,Site CIPAV
134,2012/04/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M4_2012",GERANT_M4_2012 salaire,3200,,PV 2011 & taux prél sociaux
135,2012/04/06,512100,"Banque
Rémunération_Gérant_M4_2012",GERANT_M4_2012 salaire,,3200,virt Gérant avril 2012
136,2012/04/17,512100,"Banque
Retrait en espèces",Dejeuner client retrait,,20,
137,2012/04/17,513000,"Caisse
Dejeuner client",Dejeuner client retrait,20,,
138,2012/04/17,513000,"Caisse
Dejeuner client",Dejeuner client paiement,,20,
139,2012/04/17,625000,"Déplacements, missions et réceptions
Remboursement dejeuner client",Dejeuner client paiement,20,,
140,2012/04/18,438000,"Organismes sociaux & Charges à payer et produits à recevoir
 Règlement 1er acompte CIPAV 2012",CIPAV1 facture,3750.5,,Appel cotisation 05/2012
141,2012/04/18,437020,Cotisations aux autres organismes sociaux Règlement 1er acompte CIPAV 2012,CIPAV1 facture,,3750.5,Appel cotisation 05/2012
142,2012/04/18,437020,Cotisations aux autres organismes sociaux Règlement 1er acompte CIPAV 2012,CIPAV1 paiement,3750.5,,prlv cipav 
143,2012/04/18,512100,Banque Règlement 1er acompte CIPAV 2012,CIPAV1 paiement,,3750.5,prlv cipav 
144,2012/04/20,618000,"Divers
Darty - matériel",Samrtphone GS2 – facture,383.78,,
145,2012/04/20,445660,"TVA déductible 
Darty - matériel",Samrtphone GS2 – facture,75.22,,
146,2012/04/20,401100,"Fournisseurs - Achats de biens et services
Darty - matériel",Samrtphone GS2 – facture,,459,
147,2012/04/20,401100,"Fournisseurs - Achats de biens et services
Darty - matériel",Samrtphone GS2 – paiement,459,,
148,2012/04/20,512100,"Banque
Darty - matériel",Samrtphone GS2 – paiement,,459,
149,2012/04/24,445710,"TVA collectée
TVA collectée solde 2011",TVA CA4 solde 2011 facture,3196.66,,TVA CA4 T1_2012
150,2012/04/24,445810,Acomptes – régime simplifié d'imposition solde 2011,TVA CA4 solde 2011 facture,,3196.66,TVA CA4 T1_2012
151,2012/04/24,445710,"TVA collectée
TVA collectée 1er trimestre 2012",TVA CA4 T1_2012 facture,1711.68,,TVA CA4 T1_2012
152,2012/04/24,445810,Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre 2012,TVA CA4 T1_2012 facture,,1711.68,TVA CA4 T1_2012
153,2012/04/24,445810,Acomptes – régime simplifié d'imposition Acompte TVA 1er trimestre 2012,TVA CA4 T1_2012 paiement,1711.68,,Ch TBD
154,2012/04/24,512100,"Banque
Règlement acompte TVA 1er trimestre 2012",TVA CA4 T1_2012 paiement,,1711.68,Ch TBD
155,2012/04/24,445810,Acomptes – régime simplifié d'imposition solde TVA 2011,TVA CA4 solde 2011 paiement,3196.66,,Ch TBD
156,2012/04/24,512100,"Banque
Règlement acompte TVA  solde 2011",TVA CA4 solde 2011 paiement,,3196.66,Ch TBD
157,2012/04/26,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Règlement acompte RSI AM T2 2012",RSI_AC_T2_2012 facture,742,,Appel cotisation T2 2012
158,2012/04/26,431000,"Sécurité Sociale
Règlement acompte RSI AM T2 2012",RSI_AC_T2_2012 facture,,742,Appel cotisation T2 2012
159,2012/04/26,431000,Sécurité Sociale Règlement acompte RSI AM T2 2012,RSI_AC_T2_2012 paiement,742,,Ch TBD
160,2012/04/26,512100,Banque Règlement acompte RSI AM T2 2012,RSI_AC_T2_2012 paiement,,742,Ch TBD
161,2012/04/30,706000,"Prestations de service
Facture Boeing n°2 – prestations de avril_2012",Boeing_M2,,6160,FC Boeing 2
162,2012/04/30,445710,"TVA collectée
Facture Boeing n°2 – prestations de avril_2012",Boeing_M2,,1207.360,FC Boeing 2
163,2012/04/30,411000,Clientes – ventes de prestations de service Facture Boeing n°2 – prestations de avril_2012,Boeing_M2,7367.36,,FC Boeing 2
164,2012/05/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC mai_2012",HSBC_M5_2012 facture,20,,FF hsbc 5
165,2012/05/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC mai_2012,HSBC_M5_2012 facture,3.92,,FF hsbc 5
166,2012/05/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mai_2012",HSBC_M5_2012 facture,,23.92,FF hsbc 5
167,2012/05/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC mai_2012",HSBC_M5_2012 paiement,23.92,,PRLV TBD
168,2012/05/05,512100,"Banque
Frais tenue de compte HSBC mai_2012",HSBC_M5_2012 paiement,,23.92,PRLV TBD
169,2012/05/05,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Règlement 2eme acompte URSAAF 2012",URSAAF_AC_2 facture,1602,,Appel cotisation 06/2012
170,2012/05/05,437010,"Cotisations aux autres organismes sociaux
Règlement 2eme acompte URSAAF 2012",URSAAF_AC_2 facture,,1602,Appel cotisation 06/2012
171,2012/05/05,437010,"Cotisations aux autres organismes sociaux
Règlement 2eme acompte URSAAF 2012",URSAAF_AC_2 paiement,1602,,PRLV Urssaf  de pari TBD
172,2012/05/05,512100,"Banque
Règlement 2ème acompte URSAAF 2012",URSAAF_AC_2 paiement,,1602,PRLV Urssaf  de pari TBD
173,2012/05/05,411000,"Clients- ventes de prestations de service
Règlement Boeing Facture n°1 - prestations de mars_2012",Boeing_M1_2012 paiement,,10524.800,VIR Boeing
174,2012/05/05,512100,"Banque
Règlement Boeing Facture n°1 - prestations de mars_2012",Boeing_M1_2012 paiement,10524.800,,VIR Boeing
175,2012/05/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M5_2012",GERANT_M5_2012,3200,,PV 2011 & taux prél sociaux
176,2012/05/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M5_2012",GERANT_M5_2012,,3200,PV 2011 & taux prél sociaux
177,2012/05/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M5_2012",GERANT_M5_2012 cotisations RSI,,192.45,site RSI
178,2012/05/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M5_2012",GERANT_M5_2012 cotisations RSI,192.45,,site RSI
179,2012/05/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M5_2012",GERANT_M5_2012 cotisations URSAAF,,446.92,site Urssaf
180,2012/05/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M5_2012",GERANT_M5_2012 cotisations URSAAF,446.92,,site Urssaf
181,2012/05/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M5_2012",GERANT_M5_2012 cotisations CIPAV,,307.82,Site CIPAV
182,2012/05/06,645300,"Cotisations CIPAV
Charges CIPAV M5_2012",GERANT_M5_2012 cotisations CIPAV,307.82,,Site CIPAV
183,2012/05/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M5_2012",GERANT_M5_2012 salaire,3200,,PV 2011 & taux prél sociaux
184,2012/05/06,512100,"Banque
Rémunération_Gérant_M5_2012",GERANT_M5_2012 salaire,,3200,virt Gérant mai 2012
185,2012/06/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC juin_2012",HSBC_M6_2012 facture,20,,FF hsbc 6
186,2012/06/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC juin_2012,HSBC_M6_2012 facture,3.92,,FF hsbc 6
187,2012/06/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2012",HSBC_M6_2012 facture,,23.92,FF hsbc 6
188,2012/06/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2012",HSBC_M6_2012 paiement,23.92,,PRLV TBD
189,2012/06/05,512100,"Banque
Frais tenue de compte HSBC juin_2012",HSBC_M6_2012 paiement,,23.92,PRLV TBD
190,2012/06/05,411000,"Clients- ventes de prestations de service
Règlement Boeing Facture n°2 - prestations de avril_2012",Boeing_M2_2012 paiement,,7367.360,VIR Boeing
191,2012/06/05,512100,"Banque
Règlement Boeing Facture n°2 - prestations de avril_2012",Boeing_M2_2012 paiement,7367.360,,VIR Boeing
192,2012/06/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M6_2012",GERANT_M6_2012,1000,,PV 2011 & taux prél sociaux
193,2012/06/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M6_2012",GERANT_M6_2012,,1000,PV 2011 & taux prél sociaux
194,2012/06/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M6_2012",GERANT_M6_2012 cotisations RSI,,60.14,site RSI
195,2012/06/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M6_2012",GERANT_M6_2012 cotisations RSI,60.14,,site RSI
196,2012/06/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M6_2012",GERANT_M6_2012 cotisations URSAAF,,139.66,site Urssaf
197,2012/06/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M6_2012",GERANT_M6_2012 cotisations URSAAF,139.66,,site Urssaf
198,2012/06/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M6_2012",GERANT_M6_2012 cotisations CIPAV,,96.19,Site CIPAV
199,2012/06/06,645300,"Cotisations CIPAV
Charges CIPAV M6_2012",GERANT_M6_2012 cotisations CIPAV,96.19,,Site CIPAV
200,2012/06/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M6_2012",GERANT_M6_2012 salaire,1000,,PV 2011 & taux prél sociaux
